	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.093956	0
1	4905	32	0		5	2016-05-01 17:50:08.000000	2016-05-01 17:50:07.037142	0
2	42445011	241	0		100	2016-05-01 17:51:43.000000	2016-05-01 18:01:41.372142	0
3	8660596975	357	0		217	2016-05-01 18:03:39.000000	2016-05-01 18:05:00.628686	0
4	5634	379	1		341	2016-05-01 18:07:05.000000	2016-05-01 18:07:04.224968	0
5	4457	579	2		504	2016-05-01 18:09:48.000000	2016-05-01 18:09:47.529073	0
6	23428	142	1		532	2016-05-01 18:10:16.000000	2016-05-01 18:10:15.049028	0
7	4794775937	401	1		575	2016-05-01 18:10:59.000000	2016-05-01 18:10:58.904385	0
8	4443	22	2		580	2016-05-01 18:11:04.000000	2016-05-01 18:11:03.729693	0
9	4445	23	2		581	2016-05-01 18:11:05.000000	2016-05-01 18:11:04.789765	0
10	25283	151	2		584	2016-05-01 18:11:08.000000	2016-05-01 18:11:07.711538	0
11	27279	197	2		618	2016-05-01 18:11:42.000000	2016-05-01 18:13:00.882200	0
12	23224	441	2		976	2016-05-01 18:18:59.000000	2016-05-01 18:18:58.641788	0
13	23225	557	3		1013	2016-05-01 18:19:36.000000	2016-05-01 18:19:35.292078	0
14	4836	641	2		1077	2016-05-01 18:20:40.000000	2016-05-01 18:20:39.559298	0
15	3463810248	436	1		1145	2016-05-01 18:21:48.000000	2016-05-01 18:21:48.000000	0
16	3463810248	260	2		1146	2016-05-01 18:21:49.000000	2016-05-01 18:21:48.988212	0
17	25267	147	2		1150	2016-05-01 18:21:53.000000	2016-05-01 18:21:52.522746	0
18	25245	146	2		1193	2016-05-01 18:22:36.000000	2016-05-01 18:22:35.747393	0
19	3463813444	263	2		1223	2016-05-01 18:23:06.000000	2016-05-01 18:23:06.000000	0
20	3463813444	601	2		1224	2016-05-01 18:23:07.000000	2016-05-01 18:23:06.289319	0
21	23110	128	1		1302	2016-05-01 18:24:25.000000	2016-05-01 18:24:24.429862	0
22	30027	464	1		1436	2016-05-01 18:26:39.000000	2016-05-01 18:26:38.346100	0
23	1988	2	2		1971	2016-05-01 18:35:34.000000	2016-05-01 18:35:34.000000	0
24	1988	636	2		1972	2016-05-01 18:35:35.000000	2016-05-01 18:35:34.942712	0
25	27133	664	1		2116	2016-05-01 18:37:59.000000	2016-05-01 18:37:58.137157	0
26	6598535188	315	0		2181	2016-05-01 18:39:04.000000	2016-05-01 18:39:03.453219	0
27	42428297	750	0		2200	2016-05-01 18:39:23.000000		0
0	42428297	731	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.435903	1
1	27141	183	0		90	2016-05-01 17:51:33.000000	2016-05-01 17:51:32.821340	1
2	27131	181	0		266	2016-05-01 17:54:29.000000	2016-05-01 18:01:51.069506	1
3	9485	355	0		361	2016-05-01 18:03:27.000000	2016-05-01 18:03:26.477665	1
4	11128	349	1		626	2016-05-01 18:07:52.000000	2016-05-01 18:07:52.000000	1
5	11128	97	2		627	2016-05-01 18:07:53.000000	2016-05-01 18:07:52.560371	1
6	27166	549	2		687	2016-05-01 18:08:53.000000	2016-05-01 18:08:52.839752	1
7	15769	363	1		723	2016-05-01 18:09:29.000000	2016-05-01 18:09:28.003309	1
8	26561	359	2		753	2016-05-01 18:09:59.000000	2016-05-01 18:09:58.340419	1
9	42430342	559	3		860	2016-05-01 18:11:46.000000	2016-05-01 18:11:45.578699	1
10	3977886225	555	2		963	2016-05-01 18:13:29.000000	2016-05-01 18:13:28.221782	1
11	3955372899	276	1		970	2016-05-01 18:13:36.000000	2016-05-01 18:13:35.466301	1
12	27051	174	1		970	2016-05-01 18:13:36.000000	2016-05-01 18:13:35.249215	1
13	7788529741	320	1		981	2016-05-01 18:13:47.000000	2016-05-01 18:13:47.000000	1
14	7788529741	563	1		982	2016-05-01 18:13:48.000000	2016-05-01 18:13:47.664685	1
15	8714998591	329	0		1118	2016-05-01 18:16:04.000000	2016-05-01 18:16:03.410683	1
16	3977886243	283	0		1380	2016-05-01 18:20:26.000000	2016-05-01 18:20:26.000000	1
17	3977886243	437	0		1381	2016-05-01 18:20:27.000000	2016-05-01 18:25:57.627662	1
18	3579	495	1		1436	2016-05-01 18:26:53.000000	2016-05-01 18:26:52.911715	1
19	27227	465	2		1457	2016-05-01 18:27:14.000000	2016-05-01 18:27:13.058667	1
20	27213	479	3		1459	2016-05-01 18:27:16.000000	2016-05-01 18:27:15.362210	1
21	3977886222	475	4		1462	2016-05-01 18:27:19.000000	2016-05-01 18:27:18.235734	1
22	27047	173	5		1466	2016-05-01 18:27:23.000000	2016-05-01 18:27:22.359658	1
23	3944708048	272	5		1466	2016-05-01 18:27:23.000000	2016-05-01 18:27:22.027923	1
24	11275	100	5		1488	2016-05-01 18:27:45.000000	2016-05-01 18:27:44.151678	1
25	11276	679	5		1493	2016-05-01 18:27:50.000000	2016-05-01 18:27:49.250079	1
26	11951	107	4		1558	2016-05-01 18:28:55.000000	2016-05-01 18:28:55.000000	1
27	11951	637	4		1559	2016-05-01 18:28:56.000000	2016-05-01 18:28:55.264276	1
28	5605	40	3		1723	2016-05-01 18:31:40.000000	2016-05-01 18:31:39.227858	1
29	3494	8	3		1796	2016-05-01 18:32:53.000000	2016-05-01 18:32:52.141792	1
30	21908	123	3		1882	2016-05-01 18:34:19.000000	2016-05-01 18:34:18.018303	1
31	27131	665	3		2001	2016-05-01 18:36:18.000000	2016-05-01 18:36:17.288504	1
32	6762	58	2		2157	2016-05-01 18:38:54.000000	2016-05-01 18:38:53.456413	1
33	7095733939	695	2		2174	2016-05-01 18:39:11.000000	2016-05-01 18:39:11.000000	1
34	7095733939	318	1		2175	2016-05-01 18:39:12.000000	2016-05-01 18:39:11.425665	1
35	23155	131	1		2251	2016-05-01 18:40:28.000000	2016-05-01 18:40:28.000000	1
36	23155	675	1		2252	2016-05-01 18:40:29.000000	2016-05-01 18:40:28.015222	1
37	42435660	232	0		2413	2016-05-01 18:43:10.000000	2016-05-01 18:43:09.218680	1
38	2639531757	257	0		2452	2016-05-01 18:43:49.000000	2016-05-01 18:43:48.501403	1
39	5522182776	306	0		2466	2016-05-01 18:44:03.000000	2016-05-01 18:44:02.027746	1
40	42428297	751	0		2488	2016-05-01 18:44:25.000000		1
0	42428297	732	0	600.0	0	2016-05-01 17:50:41.000000	2016-05-01 18:00:40.135664	2
1	4850	354	0		157	2016-05-01 18:03:18.000000	2016-05-01 18:03:17.012751	2
2	9619	338	1		160	2016-05-01 18:03:21.000000	2016-05-01 18:03:20.080090	2
3	9876	95	2		180	2016-05-01 18:03:41.000000	2016-05-01 18:03:40.855668	2
4	3463810252	262	2		181	2016-05-01 18:03:42.000000	2016-05-01 18:03:41.667721	2
5	2348991701	251	2		214	2016-05-01 18:04:15.000000	2016-05-01 18:04:15.000000	2
6	2348991701	538	2		215	2016-05-01 18:04:16.000000	2016-05-01 18:04:23.138839	2
7	6820	364	1		244	2016-05-01 18:04:53.000000	2016-05-01 18:04:52.325969	2
8	4461	26	2		295	2016-05-01 18:05:44.000000	2016-05-01 18:11:40.000000	2
9	4461	404	2		296	2016-05-01 18:11:41.000000	2016-05-01 18:11:43.227748	2
10	42439994	423	3		442	2016-05-01 18:14:10.000000	2016-05-01 18:14:09.033264	2
11	22838	126	4		545	2016-05-01 18:15:53.000000	2016-05-01 18:15:52.937844	2
12	3942050712	604	4		553	2016-05-01 18:16:01.000000	2016-05-01 18:16:00.247289	2
13	8051	409	3		646	2016-05-01 18:17:34.000000	2016-05-01 18:17:33.740427	2
14	5235625496	564	4		653	2016-05-01 18:17:41.000000	2016-05-01 18:17:41.000000	2
15	5235625496	554	3		655	2016-05-01 18:17:43.000000	2016-05-01 18:17:42.575407	2
16	4886228960	303	2		698	2016-05-01 18:18:26.000000	2016-05-01 18:18:25.088934	2
17	6760	623	2		830	2016-05-01 18:20:38.000000	2016-05-01 18:20:37.146476	2
18	6753	54	1		835	2016-05-01 18:20:43.000000	2016-05-01 18:20:42.310819	2
19	6755	55	1		835	2016-05-01 18:20:43.000000	2016-05-01 18:20:42.412769	2
20	25462	609	1		854	2016-05-01 18:21:02.000000	2016-05-01 18:21:01.428057	2
21	42428297	752	0		878	2016-05-01 18:21:26.000000		2
0	42428297	733	0	600.0	0	2016-05-01 18:00:02.000000	2016-05-01 18:10:01.868501	3
1	6597464486	396	0		6	2016-05-01 18:10:08.000000	2016-05-01 18:12:11.170426	3
2	3607	415	1		83	2016-05-01 18:13:29.000000	2016-05-01 18:14:18.766953	3
3	100521730	432	2		133	2016-05-01 18:15:09.000000	2016-05-01 18:15:08.560610	3
4	3460	408	3		165	2016-05-01 18:15:41.000000	2016-05-01 18:15:40.606791	3
5	12112	108	4		211	2016-05-01 18:16:27.000000	2016-05-01 18:16:27.000000	3
6	12112	427	4		212	2016-05-01 18:16:28.000000	2016-05-01 18:16:27.862461	3
7	27312	198	5		259	2016-05-01 18:17:15.000000	2016-05-01 18:17:14.023568	3
8	5600	615	5		325	2016-05-01 18:18:21.000000	2016-05-01 18:18:21.000000	3
9	5600	39	4		326	2016-05-01 18:18:22.000000	2016-05-01 18:18:21.707524	3
10	11328	103	4		397	2016-05-01 18:19:33.000000	2016-05-01 18:19:33.000000	3
11	11328	627	4		398	2016-05-01 18:19:34.000000	2016-05-01 18:19:33.163811	3
12	42437654	447	3		478	2016-05-01 18:20:54.000000	2016-05-01 18:20:53.680298	3
13	4631139783	608	4		485	2016-05-01 18:21:01.000000	2016-05-01 18:21:00.326225	3
14	7894	596	3		647	2016-05-01 18:23:43.000000	2016-05-01 18:23:42.402895	3
15	9520	92	2		855	2016-05-01 18:27:11.000000	2016-05-01 18:27:11.000000	3
16	9520	468	2		856	2016-05-01 18:27:12.000000	2016-05-01 18:27:11.558188	3
17	30063	204	3		863	2016-05-01 18:27:19.000000	2016-05-01 18:27:18.712509	3
