	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.731538	0
1	4905	15	0		8	2016-05-01 17:50:11.000000	2016-05-01 17:50:10.193438	0
2	6722	23	0		260	2016-05-01 17:54:23.000000	2016-05-01 17:58:45.174652	0
3	6724	200	0		266	2016-05-01 17:58:52.000000	2016-05-01 17:58:51.473243	0
4	4207957615	125	1		336	2016-05-01 18:00:02.000000	2016-05-01 18:00:01.086282	0
5	3308681109	113	1		420	2016-05-01 18:01:26.000000	2016-05-01 18:01:26.000000	0
6	3308681109	280	1		421	2016-05-01 18:01:27.000000	2016-05-01 18:01:26.286831	0
7	3308681104	112	0		600	2016-05-01 18:04:26.000000	2016-05-01 18:04:25.617396	0
8	100521728	104	0		788	2016-05-01 18:07:34.000000	2016-05-01 18:07:33.961027	0
9	6336	20	0		820	2016-05-01 18:08:06.000000	2016-05-01 18:08:05.038467	0
10	26561	173	0		829	2016-05-01 18:08:15.000000	2016-05-01 18:08:14.166511	0
11	3955360025	120	1		884	2016-05-01 18:09:10.000000	2016-05-01 18:09:10.000000	0
12	3955360025	194	1		885	2016-05-01 18:09:11.000000	2016-05-01 18:09:10.498721	0
13	27077	151	2		906	2016-05-01 18:09:32.000000	2016-05-01 18:09:32.000000	0
14	27077	77	3		907	2016-05-01 18:09:33.000000	2016-05-01 18:09:32.096086	0
15	42445917	103	3		990	2016-05-01 18:10:56.000000	2016-05-01 18:10:55.458865	0
16	3942050702	116	3		994	2016-05-01 18:11:00.000000	2016-05-01 18:10:59.370428	0
17	26560	149	3		1114	2016-05-01 18:13:00.000000	2016-05-01 18:12:59.185051	0
18	3460	2	4		1117	2016-05-01 18:13:03.000000	2016-05-01 18:13:02.080890	0
19	42430342	253	4		1264	2016-05-01 18:15:30.000000	2016-05-01 18:15:29.256739	0
20	27123	78	3		1285	2016-05-01 18:15:51.000000	2016-05-01 18:15:50.425168	0
21	4544486780	180	3		1288	2016-05-01 18:15:54.000000	2016-05-01 18:15:53.140201	0
22	42436700	98	4		1298	2016-05-01 18:16:04.000000	2016-05-01 18:16:03.317553	0
23	42440153	274	4		1305	2016-05-01 18:16:11.000000	2016-05-01 18:16:10.929340	0
24	21047	56	3		1366	2016-05-01 18:17:12.000000	2016-05-01 18:17:12.000000	0
25	21047	221	3		1367	2016-05-01 18:17:13.000000	2016-05-01 18:17:12.593317	0
26	26963	75	4		1534	2016-05-01 18:20:00.000000	2016-05-01 18:20:00.000000	0
27	26963	229	4		1535	2016-05-01 18:20:01.000000	2016-05-01 18:20:00.616422	0
28	27240	164	3		1593	2016-05-01 18:20:59.000000	2016-05-01 18:20:58.820605	0
29	25273	67	4		1702	2016-05-01 18:22:48.000000	2016-05-01 18:22:47.492260	0
30	23110	60	4		1855	2016-05-01 18:25:21.000000	2016-05-01 18:25:21.000000	0
31	23110	301	4		1856	2016-05-01 18:25:22.000000	2016-05-01 18:25:21.949641	0
32	6787	231	3		1901	2016-05-01 18:26:07.000000	2016-05-01 18:26:07.000000	0
33	6787	31	2		1902	2016-05-01 18:26:08.000000	2016-05-01 18:26:07.383418	0
34	6598535188	139	2		2135	2016-05-01 18:30:01.000000	2016-05-01 18:30:00.112874	0
35	4909	260	2		2185	2016-05-01 18:30:51.000000	2016-05-01 18:30:50.006647	0
36	40587	94	1		2378	2016-05-01 18:34:04.000000	2016-05-01 18:34:03.020644	0
37	7883	244	1		2409	2016-05-01 18:34:35.000000	2016-05-01 18:34:34.486751	0
38	7893	38	0		2414	2016-05-01 18:34:40.000000	2016-05-01 18:34:39.135821	0
39	7877	36	0		2419	2016-05-01 18:34:45.000000	2016-05-01 18:34:44.175035	0
40	6772	28	0		2532	2016-05-01 18:36:38.000000	2016-05-01 18:36:37.514310	0
41	25461	69	0		2552	2016-05-01 18:36:58.000000	2016-05-01 18:36:57.600694	0
42	42428297	314	0		2588	2016-05-01 18:37:34.000000		0
0	42428297	305	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.383350	1
1	6598535230	140	0		68	2016-05-01 17:51:11.000000	2016-05-01 17:51:10.235553	1
2	6718	22	0		286	2016-05-01 17:54:49.000000	2016-05-01 17:54:48.032890	1
3	18389	52	0		554	2016-05-01 17:59:17.000000	2016-05-01 17:59:16.074502	1
4	8660596975	142	0		639	2016-05-01 18:00:42.000000	2016-05-01 18:03:38.000000	1
5	8660596975	183	0		640	2016-05-01 18:03:39.000000	2016-05-01 18:03:38.000712	1
6	6755	26	1		901	2016-05-01 18:08:00.000000	2016-05-01 18:07:59.693864	1
7	30026	166	1		1041	2016-05-01 18:10:20.000000	2016-05-01 18:10:20.000000	1
8	30026	86	2		1042	2016-05-01 18:10:21.000000	2016-05-01 18:10:20.661065	1
9	23225	158	2		1393	2016-05-01 18:16:12.000000	2016-05-01 18:16:12.000000	1
10	23225	64	3		1394	2016-05-01 18:16:13.000000	2016-05-01 18:16:13.000000	1
11	23225	263	3		1395	2016-05-01 18:16:14.000000	2016-05-01 18:16:13.921967	1
12	23196	63	2		1504	2016-05-01 18:18:03.000000	2016-05-01 18:18:03.000000	1
13	23196	246	2		1505	2016-05-01 18:18:04.000000	2016-05-01 18:18:03.363635	1
14	3705	8	1		1869	2016-05-01 18:24:08.000000	2016-05-01 18:24:07.028673	1
15	3607	7	1		2342	2016-05-01 18:32:01.000000	2016-05-01 18:32:00.064616	1
16	5235625496	238	1		2466	2016-05-01 18:34:05.000000	2016-05-01 18:34:04.063455	1
17	42428297	315	0		2739	2016-05-01 18:38:38.000000		1
0	42428297	306	0	36.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:38.366745	2
1	3539	5	0		287	2016-05-01 17:55:26.000000	2016-05-01 18:05:26.000000	2
2	3539	224	0		288	2016-05-01 18:05:27.000000	2016-05-01 18:05:26.186623	2
3	4544486780	205	1		336	2016-05-01 18:06:15.000000	2016-05-01 18:09:07.107018	2
4	805765092	168	2		355	2016-05-01 18:09:27.000000	2016-05-01 18:09:26.127839	2
5	42432580	169	3		357	2016-05-01 18:09:29.000000	2016-05-01 18:09:28.154279	2
6	3955372899	196	4		359	2016-05-01 18:09:31.000000	2016-05-01 18:09:30.321817	2
7	11267	248	5		398	2016-05-01 18:10:10.000000	2016-05-01 18:10:09.557355	2
8	42445917	177	4		406	2016-05-01 18:10:18.000000	2016-05-01 18:10:17.420177	2
9	8052	199	5		535	2016-05-01 18:12:27.000000	2016-05-01 18:12:26.821391	2
10	3997454663	249	6		628	2016-05-01 18:14:00.000000	2016-05-01 18:13:59.171139	2
11	35126	178	5		709	2016-05-01 18:15:21.000000	2016-05-01 18:15:20.056021	2
12	42430342	95	6		843	2016-05-01 18:17:35.000000	2016-05-01 18:17:34.293509	2
13	3976008169	258	6		863	2016-05-01 18:17:55.000000	2016-05-01 18:17:54.013818	2
14	3607	189	5		882	2016-05-01 18:18:14.000000	2016-05-01 18:18:13.511874	2
15	8704367787	143	6		1002	2016-05-01 18:20:14.000000	2016-05-01 18:20:14.000000	2
16	8704367787	204	6		1003	2016-05-01 18:20:15.000000	2016-05-01 18:20:14.468600	2
17	4828	12	7		1010	2016-05-01 18:20:22.000000	2016-05-01 18:20:21.474945	2
18	6789	279	7		1015	2016-05-01 18:20:27.000000	2016-05-01 18:20:26.093161	2
19	6794	257	6		1036	2016-05-01 18:20:48.000000	2016-05-01 18:20:47.084075	2
20	23121	285	5		1098	2016-05-01 18:21:50.000000	2016-05-01 18:21:49.188745	2
21	23428	65	4		1187	2016-05-01 18:23:19.000000	2016-05-01 18:23:19.000000	2
22	23428	304	4		1188	2016-05-01 18:23:20.000000	2016-05-01 18:23:19.493233	2
23	2351532382	276	3		1529	2016-05-01 18:29:01.000000	2016-05-01 18:29:01.000000	2
24	2351532382	110	2		1530	2016-05-01 18:29:02.000000	2016-05-01 18:29:01.967054	2
25	42439952	99	2		1636	2016-05-01 18:30:48.000000	2016-05-01 18:30:47.463784	2
26	37532	91	2		1641	2016-05-01 18:30:53.000000	2016-05-01 18:30:52.389541	2
27	5235625496	284	2		1643	2016-05-01 18:30:55.000000	2016-05-01 18:30:54.362573	2
28	5600	269	1		1746	2016-05-01 18:32:38.000000	2016-05-01 18:32:38.000000	2
29	5600	19	0		1747	2016-05-01 18:32:39.000000	2016-05-01 18:32:38.190533	2
30	11328	50	0		1846	2016-05-01 18:34:18.000000	2016-05-01 18:34:17.303814	2
31	6724	25	0		2022	2016-05-01 18:37:14.000000	2016-05-01 18:37:13.153415	2
32	5849918504	133	0		2075	2016-05-01 18:38:07.000000	2016-05-01 18:38:06.047966	2
33	3573482142	115	0		2092	2016-05-01 18:38:24.000000	2016-05-01 18:38:23.411618	2
34	42428297	316	0		2132	2016-05-01 18:39:04.000000		2
0	42428297	307	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.478368	3
1	4909	16	0		22	2016-05-01 17:50:25.000000	2016-05-01 17:50:24.033642	3
2	6776	30	0		35	2016-05-01 17:50:38.000000	2016-05-01 17:50:37.828506	3
3	6775	29	0		38	2016-05-01 17:50:41.000000	2016-05-01 17:50:40.049414	3
4	4850	13	0		217	2016-05-01 17:53:40.000000	2016-05-01 17:53:39.441741	3
5	4851	14	0		217	2016-05-01 17:53:40.000000	2016-05-01 17:53:39.776110	3
6	9619	45	0		219	2016-05-01 17:53:42.000000	2016-05-01 17:59:07.000000	3
7	9619	209	0		220	2016-05-01 17:59:08.000000	2016-05-01 17:59:07.844871	3
8	2348991701	108	1		297	2016-05-01 18:00:25.000000	2016-05-01 18:00:25.000000	3
9	2348991701	289	1		298	2016-05-01 18:00:26.000000	2016-05-01 18:00:25.011397	3
10	4458	10	0		389	2016-05-01 18:01:57.000000	2016-05-01 18:02:13.413885	3
11	42439996	152	0		491	2016-05-01 18:03:56.000000	2016-05-01 18:03:55.379682	3
12	27123	145	1		673	2016-05-01 18:06:58.000000	2016-05-01 18:06:57.702892	3
13	25273	153	2		705	2016-05-01 18:07:30.000000	2016-05-01 18:07:29.089854	3
14	27276	84	3		738	2016-05-01 18:08:03.000000	2016-05-01 18:08:02.016468	3
15	2435108444	111	3		767	2016-05-01 18:08:32.000000	2016-05-01 18:10:16.000000	3
16	2435108444	175	3		768	2016-05-01 18:10:17.000000	2016-05-01 18:10:16.039511	3
17	42439996	101	4		911	2016-05-01 18:12:40.000000	2016-05-01 18:12:39.183625	3
18	42439994	100	4		989	2016-05-01 18:13:58.000000	2016-05-01 18:13:57.268110	3
19	6597464486	137	4		1108	2016-05-01 18:15:57.000000	2016-05-01 18:15:57.000000	3
20	6597464486	186	4		1109	2016-05-01 18:15:58.000000	2016-05-01 18:15:57.050696	3
21	27146	79	5		1143	2016-05-01 18:16:32.000000	2016-05-01 18:16:32.000000	3
22	27146	150	5		1144	2016-05-01 18:16:33.000000	2016-05-01 18:16:32.516753	3
23	6598535230	255	6		1173	2016-05-01 18:17:02.000000	2016-05-01 18:17:01.257329	3
24	3976008169	122	5		1200	2016-05-01 18:17:29.000000	2016-05-01 18:17:28.024374	3
25	100521728	195	5		1247	2016-05-01 18:18:16.000000	2016-05-01 18:18:15.390059	3
26	4886228959	130	6		1291	2016-05-01 18:19:00.000000	2016-05-01 18:18:59.174560	3
27	8051	156	6		1296	2016-05-01 18:19:05.000000	2016-05-01 18:19:04.021096	3
28	4631139783	232	7		1307	2016-05-01 18:19:16.000000	2016-05-01 18:19:15.179327	3
29	6702	225	6		1436	2016-05-01 18:21:25.000000	2016-05-01 18:21:25.000000	3
30	6702	21	5		1437	2016-05-01 18:21:26.000000	2016-05-01 18:21:25.304965	3
31	7894	266	5		1569	2016-05-01 18:23:38.000000	2016-05-01 18:23:37.536211	3
32	6723	233	4		1631	2016-05-01 18:24:40.000000	2016-05-01 18:24:39.427769	3
33	25462	236	3		1715	2016-05-01 18:26:04.000000	2016-05-01 18:26:03.393641	3
34	22838	59	2		1780	2016-05-01 18:27:09.000000	2016-05-01 18:27:08.112981	3
35	3942050712	117	2		1789	2016-05-01 18:27:18.000000	2016-05-01 18:27:17.180215	3
36	19318	230	2		1908	2016-05-01 18:29:17.000000	2016-05-01 18:29:16.318767	3
37	42439952	275	1		2124	2016-05-01 18:32:53.000000	2016-05-01 18:32:52.526526	3
38	37531	90	0		2129	2016-05-01 18:32:58.000000	2016-05-01 18:32:57.326799	3
39	5235625496	131	0		2131	2016-05-01 18:33:00.000000	2016-05-01 18:32:59.063455	3
40	42428297	317	0		2403	2016-05-01 18:37:32.000000		3
0	42428297	308	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.029077	4
1	4544486780	126	0		98	2016-05-01 17:51:41.000000	2016-05-01 17:51:40.060063	4
2	8714998591	144	0		239	2016-05-01 17:54:02.000000	2016-05-01 17:54:01.571896	4
3	27213	82	0		376	2016-05-01 17:56:19.000000	2016-05-01 17:56:18.064087	4
4	805765092	106	0		378	2016-05-01 17:56:21.000000	2016-05-01 17:56:20.127839	4
5	42432580	97	0		378	2016-05-01 17:56:21.000000	2016-05-01 17:56:20.154279	4
6	3955372899	121	0		378	2016-05-01 17:56:21.000000	2016-05-01 17:56:20.074189	4
7	3558	171	0		545	2016-05-01 17:59:08.000000	2016-05-01 17:59:08.000000	4
8	3558	6	1		546	2016-05-01 17:59:09.000000	2016-05-01 17:59:08.609422	4
9	42430350	174	1		561	2016-05-01 17:59:24.000000	2016-05-01 17:59:23.403352	4
10	27166	81	2		574	2016-05-01 17:59:37.000000	2016-05-01 17:59:36.158683	4
11	7877	251	2		897	2016-05-01 18:05:00.000000	2016-05-01 18:05:08.175035	4
12	6772	188	1		1012	2016-05-01 18:07:04.000000	2016-05-01 18:07:21.275219	4
13	6776	176	2		1019	2016-05-01 18:07:29.000000	2016-05-01 18:07:28.319661	4
14	4851	211	3		1204	2016-05-01 18:10:34.000000	2016-05-01 18:10:34.000000	4
15	4851	268	4		1206	2016-05-01 18:10:36.000000	2016-05-01 18:10:36.000000	4
16	4851	254	3		1208	2016-05-01 18:10:38.000000	2016-05-01 18:10:37.206403	4
17	6793	33	2		1277	2016-05-01 18:11:47.000000	2016-05-01 18:11:46.485541	4
18	4207815979	179	2		1304	2016-05-01 18:12:14.000000	2016-05-01 18:12:13.871984	4
19	4461	11	3		1404	2016-05-01 18:13:54.000000	2016-05-01 18:13:54.000000	4
20	4461	198	3		1405	2016-05-01 18:13:55.000000	2016-05-01 18:13:54.405313	4
21	5481886057	132	4		1637	2016-05-01 18:17:47.000000	2016-05-01 18:17:47.000000	4
22	5481886057	259	4		1638	2016-05-01 18:17:48.000000	2016-05-01 18:17:47.676916	4
23	3573482142	155	3		1769	2016-05-01 18:19:59.000000	2016-05-01 18:19:58.596393	4
24	38724	93	4		2014	2016-05-01 18:24:04.000000	2016-05-01 18:24:03.349222	4
25	18389	291	4		2021	2016-05-01 18:24:11.000000	2016-05-01 18:24:10.424977	4
26	7894	39	3		2053	2016-05-01 18:24:43.000000	2016-05-01 18:24:42.357621	4
27	22838	235	3		2261	2016-05-01 18:28:11.000000	2016-05-01 18:28:10.112981	4
28	3942050712	278	2		2272	2016-05-01 18:28:22.000000	2016-05-01 18:28:21.052469	4
29	8052	41	1		2400	2016-05-01 18:30:30.000000	2016-05-01 18:30:29.493736	4
30	8051	40	1		2400	2016-05-01 18:30:30.000000	2016-05-01 18:30:29.021096	4
31	4631139783	127	1		2409	2016-05-01 18:30:39.000000	2016-05-01 18:30:39.000000	4
32	4631139783	256	1		2410	2016-05-01 18:30:40.000000	2016-05-01 18:30:39.019975	4
33	42428297	318	0		2811	2016-05-01 18:37:21.000000		4
0	42428297	309	0	600.0	0	2016-05-01 17:52:11.000000	2016-05-01 18:02:10.731538	5
1	4905	185	0		9	2016-05-01 18:02:20.000000	2016-05-01 18:02:19.733624	5
2	4828	159	1		49	2016-05-01 18:03:00.000000	2016-05-01 18:02:59.474400	5
3	6793	207	2		69	2016-05-01 18:03:20.000000	2016-05-01 18:03:19.123390	5
4	6804	35	3		180	2016-05-01 18:05:11.000000	2016-05-01 18:05:11.000000	5
5	6804	265	3		181	2016-05-01 18:05:12.000000	2016-05-01 18:06:27.180544	5
6	4458	218	2		392	2016-05-01 18:09:59.000000	2016-05-01 18:09:58.720627	5
7	4794775937	129	3		485	2016-05-01 18:11:32.000000	2016-05-01 18:11:32.000000	5
8	4794775937	220	3		486	2016-05-01 18:11:33.000000	2016-05-01 18:11:32.233856	5
9	4936	17	4		672	2016-05-01 18:14:39.000000	2016-05-01 18:14:38.112579	5
10	38724	298	4		845	2016-05-01 18:17:32.000000	2016-05-01 18:17:31.311598	5
11	7893	287	3		884	2016-05-01 18:18:11.000000	2016-05-01 18:18:10.218891	5
12	7883	37	2		928	2016-05-01 18:18:55.000000	2016-05-01 18:18:54.288998	5
13	11148	239	2		1005	2016-05-01 18:20:12.000000	2016-05-01 18:20:12.000000	5
14	11148	48	1		1006	2016-05-01 18:20:13.000000	2016-05-01 18:20:12.481916	5
15	25245	66	1		1459	2016-05-01 18:27:46.000000	2016-05-01 18:27:45.646350	5
16	3463813444	114	1		1501	2016-05-01 18:28:28.000000	2016-05-01 18:28:28.000000	5
17	3463813444	300	1		1502	2016-05-01 18:28:29.000000	2016-05-01 18:28:28.215857	5
18	4782404427	128	0		1712	2016-05-01 18:31:59.000000	2016-05-01 18:31:58.123696	5
19	6789	32	0		2056	2016-05-01 18:37:43.000000	2016-05-01 18:37:42.093161	5
20	6794	34	0		2075	2016-05-01 18:38:02.000000	2016-05-01 18:38:01.274205	5
21	42428297	319	0		2468	2016-05-01 18:44:35.000000		5
0	42428297	310	0	317.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:55:19.022249	6
1	29453	193	0		209	2016-05-01 17:58:49.000000	2016-05-01 17:58:49.000000	6
2	29453	85	1		210	2016-05-01 17:58:50.000000	2016-05-01 17:58:49.199906	6
3	27240	83	1		296	2016-05-01 18:00:16.000000	2016-05-01 18:00:15.444908	6
4	27213	273	1		300	2016-05-01 18:00:20.000000	2016-05-01 18:00:19.075210	6
5	11117	46	0		314	2016-05-01 18:00:34.000000	2016-05-01 18:00:33.229374	6
