	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	600.0	0	2016-05-01 17:52:14.000000	2016-05-01 18:02:13.573818	0
1	4905	136	0		6	2016-05-01 18:02:20.000000	2016-05-01 18:02:19.766296	0
2	4207957615	97	1		43	2016-05-01 18:02:57.000000	2016-05-01 18:02:56.116279	0
3	4828	7	1		50	2016-05-01 18:03:04.000000	2016-05-01 18:03:03.047024	0
4	6804	25	1		121	2016-05-01 18:04:15.000000	2016-05-01 18:04:15.000000	0
5	6804	196	1		122	2016-05-01 18:04:16.000000	2016-05-01 18:04:21.230862	0
6	4544486780	135	0		222	2016-05-01 18:06:02.000000	2016-05-01 18:06:02.000000	0
7	4544486780	98	1		223	2016-05-01 18:06:03.000000	2016-05-01 18:06:02.969585	0
8	27261	68	1		299	2016-05-01 18:07:19.000000	2016-05-01 18:12:02.103266	0
9	3977886858	117	1		307	2016-05-01 18:12:11.000000	2016-05-01 18:12:10.864479	0
10	27162	65	2		476	2016-05-01 18:15:00.000000	2016-05-01 18:15:00.000000	0
11	27162	149	2		477	2016-05-01 18:15:01.000000	2016-05-01 18:15:00.038918	0
12	4544486780	162	3		495	2016-05-01 18:15:19.000000	2016-05-01 18:15:18.072851	0
13	3977886858	95	4		579	2016-05-01 18:16:43.000000	2016-05-01 18:16:42.281457	0
14	27240	124	4		853	2016-05-01 18:21:17.000000	2016-05-01 18:21:17.000000	0
15	27240	67	5		854	2016-05-01 18:21:18.000000	2016-05-01 18:21:17.159109	0
16	19319	41	5		965	2016-05-01 18:23:09.000000	2016-05-01 18:23:08.111735	0
17	3530	4	5		987	2016-05-01 18:23:31.000000	2016-05-01 18:23:30.909170	0
18	35123	177	5		1022	2016-05-01 18:24:06.000000	2016-05-01 18:24:05.397670	0
19	4909	222	4		1039	2016-05-01 18:24:23.000000	2016-05-01 18:24:22.233137	0
20	23121	195	3		1167	2016-05-01 18:26:31.000000	2016-05-01 18:26:30.539679	0
21	7883	184	2		1247	2016-05-01 18:27:51.000000	2016-05-01 18:27:51.000000	0
22	7883	27	1		1248	2016-05-01 18:27:52.000000	2016-05-01 18:27:51.254855	0
23	7894	28	1		1271	2016-05-01 18:28:15.000000	2016-05-01 18:28:14.426464	0
24	5849918504	104	1		1286	2016-05-01 18:28:30.000000	2016-05-01 18:28:29.178292	0
25	25461	54	1		1296	2016-05-01 18:28:40.000000	2016-05-01 18:28:39.369079	0
26	6598535188	209	1		1299	2016-05-01 18:28:43.000000	2016-05-01 18:28:42.309219	0
27	42428297	245	0		1305	2016-05-01 18:28:49.000000		0
0	42428297	236	0	0.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:50:22.573818	1
1	4905	10	0		5	2016-05-01 17:50:28.000000	2016-05-01 17:50:27.019837	1
2	6814895823	112	0		182	2016-05-01 17:53:25.000000	2016-05-01 17:53:24.060228	1
3	15769	39	0		1098	2016-05-01 18:08:41.000000	2016-05-01 18:08:41.000000	1
4	15769	167	0		1099	2016-05-01 18:08:42.000000	2016-05-01 18:08:41.174431	1
5	100522739	156	1		1109	2016-05-01 18:08:52.000000	2016-05-01 18:08:52.000000	1
6	100522739	82	2		1110	2016-05-01 18:08:53.000000	2016-05-01 18:08:52.198532	1
7	1690450548	126	2		1111	2016-05-01 18:08:54.000000	2016-05-01 18:08:53.027802	1
8	26991	132	3		1128	2016-05-01 18:09:11.000000	2016-05-01 18:09:10.062942	1
9	1690450548	84	4		1207	2016-05-01 18:10:30.000000	2016-05-01 18:10:29.768607	1
10	7788529741	227	4		1232	2016-05-01 18:10:55.000000	2016-05-01 18:12:49.147109	1
11	19319	170	3		1289	2016-05-01 18:13:47.000000	2016-05-01 18:13:46.630779	1
12	561042204	83	4		1290	2016-05-01 18:13:48.000000	2016-05-01 18:13:47.062811	1
13	27077	120	4		1294	2016-05-01 18:13:52.000000	2016-05-01 18:13:51.429088	1
14	42445917	128	5		1297	2016-05-01 18:13:55.000000	2016-05-01 18:13:54.652039	1
15	6336	230	6		1321	2016-05-01 18:14:19.000000	2016-05-01 18:14:18.988404	1
16	3460	127	5		1448	2016-05-01 18:16:26.000000	2016-05-01 18:16:25.017324	1
17	6718	16	6		1502	2016-05-01 18:17:20.000000	2016-05-01 18:17:19.519868	1
18	9416	31	6		1585	2016-05-01 18:18:43.000000	2016-05-01 18:18:42.135639	1
19	37532	75	6		1691	2016-05-01 18:20:29.000000	2016-05-01 18:20:28.022422	1
20	4631139783	99	6		1691	2016-05-01 18:20:29.000000	2016-05-01 18:20:29.000000	1
21	4631139783	187	6		1692	2016-05-01 18:20:30.000000	2016-05-01 18:20:29.925383	1
22	26308	186	5		1699	2016-05-01 18:20:37.000000	2016-05-01 18:20:37.000000	1
23	26308	57	4		1700	2016-05-01 18:20:38.000000	2016-05-01 18:20:37.344586	1
24	6753	216	4		1943	2016-05-01 18:24:41.000000	2016-05-01 18:24:40.424899	1
25	34311	192	3		1957	2016-05-01 18:24:55.000000	2016-05-01 18:24:54.063263	1
26	5481886057	103	2		1962	2016-05-01 18:25:00.000000	2016-05-01 18:24:59.552825	1
27	6794	188	2		2012	2016-05-01 18:25:50.000000	2016-05-01 18:25:49.555630	1
28	6787	180	1		2141	2016-05-01 18:27:59.000000	2016-05-01 18:27:59.000000	1
29	6787	23	0		2142	2016-05-01 18:28:00.000000	2016-05-01 18:27:59.054843	1
30	42439994	79	0		2212	2016-05-01 18:29:10.000000	2016-05-01 18:29:09.763415	1
31	42428297	246	0		2223	2016-05-01 18:29:21.000000		1
0	42428297	237	0	331.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:55:53.941802	2
1	9619	160	0		194	2016-05-01 17:59:08.000000	2016-05-01 17:59:08.000000	2
2	9619	35	1		195	2016-05-01 17:59:09.000000	2016-05-01 17:59:08.548206	2
3	2348991701	85	1		327	2016-05-01 18:01:21.000000	2016-05-01 18:01:21.000000	2
4	2348991701	220	1		328	2016-05-01 18:01:22.000000	2016-05-01 18:01:21.454169	2
5	3308681104	88	0		399	2016-05-01 18:02:33.000000	2016-05-01 18:02:32.122198	2
6	25283	140	0		406	2016-05-01 18:02:40.000000	2016-05-01 18:02:39.845584	2
7	3463817013	89	1		451	2016-05-01 18:03:25.000000	2016-05-01 18:04:39.133021	2
8	25273	172	1		458	2016-05-01 18:04:47.000000	2016-05-01 18:09:06.140505	2
9	25285	159	2		572	2016-05-01 18:11:01.000000	2016-05-01 18:11:01.000000	2
10	25285	53	3		573	2016-05-01 18:11:02.000000	2016-05-01 18:11:01.814530	2
11	21047	42	3		939	2016-05-01 18:17:08.000000	2016-05-01 18:17:08.000000	2
12	21047	151	3		940	2016-05-01 18:17:09.000000	2016-05-01 18:17:08.308403	2
13	7826843771	114	4		1123	2016-05-01 18:20:12.000000	2016-05-01 18:20:12.000000	2
14	7826843771	219	4		1124	2016-05-01 18:20:13.000000	2016-05-01 18:20:12.311728	2
15	3530	200	3		1276	2016-05-01 18:22:45.000000	2016-05-01 18:22:44.072639	2
16	6597464530	109	2		1291	2016-05-01 18:23:00.000000	2016-05-01 18:22:59.526095	2
17	6723	232	2		1310	2016-05-01 18:23:19.000000	2016-05-01 18:23:18.481857	2
18	23110	211	1		1601	2016-05-01 18:28:10.000000	2016-05-01 18:28:10.000000	2
19	23110	45	0		1602	2016-05-01 18:28:11.000000	2016-05-01 18:28:10.018798	2
20	42428297	247	0		1728	2016-05-01 18:30:17.000000		2
0	42428297	238	0	587.0	0	2016-05-01 17:50:23.000000	2016-05-01 18:00:09.456392	3
1	4828	139	0		50	2016-05-01 18:01:00.000000	2016-05-01 18:00:59.566011	3
2	4782404427	100	1		169	2016-05-01 18:02:59.000000	2016-05-01 18:05:49.000000	3
3	4782404427	157	1		170	2016-05-01 18:05:50.000000	2016-05-01 18:05:49.262105	3
4	40587	217	2		832	2016-05-01 18:16:52.000000	2016-05-01 18:16:51.032337	3
5	11148	36	1		855	2016-05-01 18:17:15.000000	2016-05-01 18:17:15.000000	3
6	11148	199	1		856	2016-05-01 18:17:16.000000	2016-05-01 18:17:15.213537	3
7	5849918504	134	0		906	2016-05-01 18:18:06.000000	2016-05-01 18:18:05.076327	3
8	6210777836	105	1		913	2016-05-01 18:18:13.000000	2016-05-01 18:18:12.266355	3
9	3505	171	1		1003	2016-05-01 18:19:43.000000	2016-05-01 18:19:43.000000	3
10	3505	3	2		1004	2016-05-01 18:19:44.000000	2016-05-01 18:19:43.405370	3
11	23121	46	2		1224	2016-05-01 18:23:24.000000	2016-05-01 18:23:23.625204	3
12	2351532363	86	2		1232	2016-05-01 18:23:32.000000	2016-05-01 18:23:32.000000	3
13	2351532363	231	2		1233	2016-05-01 18:23:33.000000	2016-05-01 18:23:32.379582	3
14	27276	194	1		1347	2016-05-01 18:25:27.000000	2016-05-01 18:25:26.325962	3
15	9499	33	0		1359	2016-05-01 18:25:39.000000	2016-05-01 18:25:38.549444	3
16	42428297	248	0		1371	2016-05-01 18:25:51.000000		3
0	42428297	239	0	344.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:56:06.930523	4
1	9499	137	0		136	2016-05-01 17:58:23.000000	2016-05-01 17:58:28.298406	4
2	6598535230	130	1		201	2016-05-01 17:59:34.000000	2016-05-01 17:59:34.000000	4
3	6598535230	111	2		202	2016-05-01 17:59:35.000000	2016-05-01 17:59:34.232692	4
4	4909	11	2		551	2016-05-01 18:05:24.000000	2016-05-01 18:05:23.044276	4
5	6776	22	2		565	2016-05-01 18:05:38.000000	2016-05-01 18:05:37.078817	4
6	34311	72	2		570	2016-05-01 18:05:43.000000	2016-05-01 18:05:42.131011	4
7	4936	125	2		573	2016-05-01 18:05:46.000000	2016-05-01 18:05:45.359679	4
8	4938	13	3		574	2016-05-01 18:05:47.000000	2016-05-01 18:05:46.135715	4
9	7877	26	3		579	2016-05-01 18:05:52.000000	2016-05-01 18:05:51.032090	4
10	34340	73	3		645	2016-05-01 18:06:58.000000	2016-05-01 18:08:34.000000	4
11	34340	144	3		646	2016-05-01 18:08:35.000000	2016-05-01 18:08:34.061405	4
12	6723	18	4		670	2016-05-01 18:08:59.000000	2016-05-01 18:08:58.179840	4
13	6776	163	4		680	2016-05-01 18:09:09.000000	2016-05-01 18:09:08.471164	4
14	4207815979	96	5		740	2016-05-01 18:10:09.000000	2016-05-01 18:10:08.232214	4
15	2435108444	87	5		779	2016-05-01 18:10:48.000000	2016-05-01 18:10:47.230249	4
16	42439996	141	5		782	2016-05-01 18:10:51.000000	2016-05-01 18:10:50.432623	4
17	27123	121	6		880	2016-05-01 18:12:29.000000	2016-05-01 18:12:28.062288	4
18	23196	48	7		946	2016-05-01 18:13:35.000000	2016-05-01 18:13:34.279873	4
19	9416	197	7		1048	2016-05-01 18:15:17.000000	2016-05-01 18:15:16.135639	4
20	37532	185	6		1156	2016-05-01 18:17:05.000000	2016-05-01 18:17:05.000000	4
21	37532	190	5		1158	2016-05-01 18:17:07.000000	2016-05-01 18:17:06.022422	4
22	4631139783	201	4		1160	2016-05-01 18:17:09.000000	2016-05-01 18:17:09.000000	4
23	4631139783	223	3		1162	2016-05-01 18:17:11.000000	2016-05-01 18:17:10.194828	4
24	26293	204	2		1251	2016-05-01 18:18:40.000000	2016-05-01 18:18:40.000000	4
25	26293	56	1		1252	2016-05-01 18:18:41.000000	2016-05-01 18:18:40.066237	4
26	6702	181	1		1534	2016-05-01 18:23:23.000000	2016-05-01 18:23:23.000000	4
27	6702	15	0		1535	2016-05-01 18:23:24.000000	2016-05-01 18:23:23.054075	4
28	6772	21	0		1667	2016-05-01 18:25:36.000000	2016-05-01 18:25:35.676965	4
29	3573482142	90	0		1676	2016-05-01 18:25:45.000000	2016-05-01 18:25:44.052849	4
30	6598535188	110	0		1678	2016-05-01 18:25:47.000000	2016-05-01 18:25:46.309219	4
31	42428297	249	0		1683	2016-05-01 18:25:52.000000		4
0	42428297	240	0	197.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:53:39.888229	5
1	29453	138	0		309	2016-05-01 17:58:49.000000	2016-05-01 17:58:49.000000	5
2	29453	70	1		310	2016-05-01 17:58:50.000000	2016-05-01 17:58:49.056090	5
3	26967	59	1		526	2016-05-01 18:02:26.000000	2016-05-01 18:02:25.657705	5
4	23428	50	1		555	2016-05-01 18:02:55.000000	2016-05-01 18:02:54.227128	5
5	27213	198	1		671	2016-05-01 18:04:51.000000	2016-05-01 18:04:50.553953	5
6	19318	40	0		736	2016-05-01 18:05:56.000000	2016-05-01 18:05:55.642511	5
7	3955360018	93	0		736	2016-05-01 18:05:56.000000	2016-05-01 18:05:55.230023	5
8	11328	37	0		749	2016-05-01 18:06:09.000000	2016-05-01 18:06:08.227899	5
9	6336	14	0		757	2016-05-01 18:06:17.000000	2016-05-01 18:06:16.904661	5
10	6224277860	142	0		904	2016-05-01 18:08:44.000000	2016-05-01 18:08:44.000000	5
11	6224277860	106	1		905	2016-05-01 18:08:45.000000	2016-05-01 18:08:44.101288	5
12	6224278786	107	1		986	2016-05-01 18:10:06.000000	2016-05-01 18:10:06.000000	5
13	6224278786	165	1		987	2016-05-01 18:10:07.000000	2016-05-01 18:10:06.973434	5
14	8051	29	2		1470	2016-05-01 18:18:10.000000	2016-05-01 18:18:10.000000	5
15	8051	173	2		1471	2016-05-01 18:18:11.000000	2016-05-01 18:18:10.363783	5
16	4886228959	101	3		1802	2016-05-01 18:23:42.000000	2016-05-01 18:23:41.042977	5
17	26559	58	3		1826	2016-05-01 18:24:06.000000	2016-05-01 18:24:05.033392	5
18	6722	17	3		1883	2016-05-01 18:25:03.000000	2016-05-01 18:25:02.440963	5
19	6753	19	3		1886	2016-05-01 18:25:06.000000	2016-05-01 18:25:05.144520	5
20	25461	225	3		1898	2016-05-01 18:25:18.000000	2016-05-01 18:25:17.683770	5
21	25462	233	2		1900	2016-05-01 18:25:20.000000	2016-05-01 18:25:19.182687	5
22	3308681104	202	1		2078	2016-05-01 18:28:18.000000	2016-05-01 18:28:17.122198	5
23	25283	52	0		2085	2016-05-01 18:28:25.000000	2016-05-01 18:28:24.519319	5
24	42428297	250	0		2134	2016-05-01 18:29:14.000000		5
0	42428297	241	0	484.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:58:26.234874	6
1	1954	119	0		393	2016-05-01 18:05:00.000000	2016-05-01 18:04:59.459907	6
2	4886228959	169	1		432	2016-05-01 18:05:39.000000	2016-05-01 18:05:38.042977	6
3	26559	168	2		458	2016-05-01 18:06:05.000000	2016-05-01 18:06:04.114501	6
4	6597464530	146	3		499	2016-05-01 18:06:46.000000	2016-05-01 18:06:45.169445	6
5	9485	32	4		507	2016-05-01 18:06:54.000000	2016-05-01 18:06:54.000000	6
6	9485	155	4		508	2016-05-01 18:06:55.000000	2016-05-01 18:06:54.072644	6
7	6772	154	5		596	2016-05-01 18:08:23.000000	2016-05-01 18:08:22.937148	6
8	4850	116	6		709	2016-05-01 18:10:16.000000	2016-05-01 18:10:16.000000	6
9	4850	8	7		710	2016-05-01 18:10:17.000000	2016-05-01 18:10:16.685607	6
10	4851	9	7		722	2016-05-01 18:10:29.000000	2016-05-01 18:10:29.000000	6
11	4851	214	7		723	2016-05-01 18:10:30.000000	2016-05-01 18:10:29.292350	6
12	3977886225	215	6		996	2016-05-01 18:15:03.000000	2016-05-01 18:15:02.306473	6
13	8757	30	5		1046	2016-05-01 18:15:53.000000	2016-05-01 18:15:53.000000	6
14	8757	229	5		1047	2016-05-01 18:15:54.000000	2016-05-01 18:15:53.599573	6
15	3955360018	206	4		1071	2016-05-01 18:16:18.000000	2016-05-01 18:16:17.726881	6
16	27261	179	3		1273	2016-05-01 18:19:40.000000	2016-05-01 18:19:39.553359	6
17	42428312	228	2		1401	2016-05-01 18:21:48.000000	2016-05-01 18:21:47.020607	6
18	40587	76	1		1436	2016-05-01 18:22:23.000000	2016-05-01 18:22:22.843896	6
19	5235625496	176	1		1619	2016-05-01 18:25:26.000000	2016-05-01 18:25:26.000000	6
20	5235625496	102	0		1620	2016-05-01 18:25:27.000000	2016-05-01 18:25:26.459636	6
21	1954	1	0		1921	2016-05-01 18:30:28.000000	2016-05-01 18:30:27.075942	6
22	3460	2	0		1937	2016-05-01 18:30:44.000000	2016-05-01 18:30:43.294060	6
23	35123	74	0		1993	2016-05-01 18:31:40.000000	2016-05-01 18:31:39.962984	6
24	42428297	251	0		1994	2016-05-01 18:31:41.000000		6
0	42428297	242	0	552.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:59:34.840215	7
1	6718	150	0		32	2016-05-01 18:00:07.000000	2016-05-01 18:00:06.619716	7
2	8660596975	115	1		419	2016-05-01 18:06:34.000000	2016-05-01 18:06:34.000000	7
3	8660596975	166	1		420	2016-05-01 18:06:35.000000	2016-05-01 18:06:34.276356	7
4	4207957615	210	2		452	2016-05-01 18:07:07.000000	2016-05-01 18:07:06.947452	7
5	30026	133	1		514	2016-05-01 18:08:09.000000	2016-05-01 18:08:09.000000	7
6	30026	71	2		515	2016-05-01 18:08:10.000000	2016-05-01 18:08:09.279303	7
7	23225	49	2		628	2016-05-01 18:10:03.000000	2016-05-01 18:10:03.000000	7
8	23225	226	2		629	2016-05-01 18:10:04.000000	2016-05-01 18:10:03.356098	7
9	23196	193	1		663	2016-05-01 18:10:38.000000	2016-05-01 18:11:22.262256	7
10	23164	164	0		689	2016-05-01 18:11:49.000000	2016-05-01 18:11:49.000000	7
11	23164	47	1		690	2016-05-01 18:11:50.000000	2016-05-01 18:11:49.364212	7
12	4936	12	1		724	2016-05-01 18:12:24.000000	2016-05-01 18:12:23.281269	7
13	6760	20	1		735	2016-05-01 18:12:35.000000	2016-05-01 18:12:34.341773	7
14	42430342	143	1		790	2016-05-01 18:13:30.000000	2016-05-01 18:13:29.074475	7
15	3942050705	91	2		1044	2016-05-01 18:17:44.000000	2016-05-01 18:17:44.000000	7
16	3942050705	203	2		1045	2016-05-01 18:17:45.000000	2016-05-01 18:17:44.456203	7
17	26991	60	1		1060	2016-05-01 18:18:00.000000	2016-05-01 18:17:59.881629	7
18	12112	38	1		1073	2016-05-01 18:18:13.000000	2016-05-01 18:18:13.000000	7
19	12112	174	1		1074	2016-05-01 18:18:14.000000	2016-05-01 18:18:13.144149	7
20	11328	234	2		1125	2016-05-01 18:19:05.000000	2016-05-01 18:19:04.232528	7
21	3944708032	118	1		1209	2016-05-01 18:20:29.000000	2016-05-01 18:20:28.270629	7
22	7788529741	113	2		1225	2016-05-01 18:20:45.000000	2016-05-01 18:20:44.631341	7
23	6814895823	224	2		1345	2016-05-01 18:22:45.000000	2016-05-01 18:22:44.789320	7
24	9506	34	1		1434	2016-05-01 18:24:14.000000	2016-05-01 18:24:14.000000	7
25	9506	178	1		1435	2016-05-01 18:24:15.000000	2016-05-01 18:24:14.419550	7
26	42439996	80	0		1437	2016-05-01 18:24:17.000000	2016-05-01 18:24:16.067378	7
27	42428297	252	0		1452	2016-05-01 18:24:32.000000		7
0	42428297	243	0	0.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:50:23.000000	8
1	42428297	253	0		0	2016-05-01 17:50:23.000000		8
0	42428297	244	0	0.0	0	2016-05-01 17:50:23.000000	2016-05-01 17:50:22.317303	9
1	6794	24	0		75	2016-05-01 17:51:38.000000	2016-05-01 17:51:37.234114	9
2	3977886225	94	0		186	2016-05-01 17:53:29.000000	2016-05-01 17:59:56.345325	9
3	27051	129	0		190	2016-05-01 18:00:01.000000	2016-05-01 18:00:00.672646	9
4	3558	161	1		241	2016-05-01 18:00:52.000000	2016-05-01 18:00:51.670203	9
5	561042204	158	2		345	2016-05-01 18:02:36.000000	2016-05-01 18:02:35.062811	9
6	27077	62	3		349	2016-05-01 18:02:40.000000	2016-05-01 18:02:39.429088	9
7	42445917	81	3		350	2016-05-01 18:02:41.000000	2016-05-01 18:02:40.505873	9
8	3539	5	3		714	2016-05-01 18:08:45.000000	2016-05-01 18:08:45.000000	9
9	3539	145	3		715	2016-05-01 18:08:46.000000	2016-05-01 18:09:09.256729	9
10	6597464486	153	4		773	2016-05-01 18:10:08.000000	2016-05-01 18:10:07.241605	9
11	27146	64	5		776	2016-05-01 18:10:11.000000	2016-05-01 18:10:10.377134	9
12	6722	123	5		806	2016-05-01 18:10:41.000000	2016-05-01 18:10:40.258209	9
