	ta	tb	xa_lon	xa_lat	xb_lon	xb_lat	n	distance	duration	table_name	xa	xb	ia	ib	twa	twb	quickest_time	quickest_path	iv	iv_ta	iv_tb
3100	2016-05-01 18:09:44	2016-05-01 18:16:22	-73.98932647705078	40.7506103515625	-73.98600006103516	40.76242065429688	1	1721.9938	398.0	yellow_tripdata_2016-05	(40.7506103515625, -73.98932647705078)	(40.76242065429688, -73.98600006103516)	8052	6789	(Timestamp('2016-05-01 18:07:44'), Timestamp('2016-05-01 18:14:44'))	(Timestamp('2016-05-01 18:07:44'), Timestamp('2016-05-01 18:26:22'))	383.77098219427523	(8052, 8051, 8050, 8049, 8048, 8047, 42437654, 7782217024, 37531, 37532, 37533, 7590955909, 4461990857, 5235625496, 31296, 31297, 5235625493, 42439440, 5235625492, 6546, 6547, 6548, 42435422, 6532, 6533, 6534, 6535, 42435420, 6536, 6537, 6538, 6539, 6540, 6541, 6542, 6543, 6544, 6545, 4493840515, 4493840513, 3448, 3449, 42430288, 1947, 1948, 1949, 1950, 1951, 42428227, 7369969944, 8265964370, 34532, 34533, 34534, 34535, 6231480916, 4488597390, 29326, 6231480908, 6231480911, 29327, 4488597392, 6321287404, 22211, 22212, 22213, 1861822461, 22208, 22209, 22210, 6223969252, 8265964354, 42428232, 6223969259, 5481896585, 4769084861, 3450, 42430292, 3451, 3452, 3453, 6224278793, 42430295, 3833309813, 26454, 26455, 26456, 6224277828, 42430298, 42428244, 1953, 1954, 4886228960, 3857343072, 42430304, 3857343080, 26559, 26560, 4886239171, 3857343079, 42430308, 3857366815, 26561, 5607992553, 3460, 42430311, 3457, 3458, 3459, 42430314, 3475, 3476, 3477, 42430317, 3482, 3483, 3484, 42430320, 3492, 3493, 3494, 42430324, 3510, 3511, 3512, 42430329, 3518, 3519, 3520, 8751484600, 4544917699, 8751484591, 6237327828, 8751484448, 29877, 29878, 29879, 29880, 4707468282, 4707471797, 42428283, 1978, 1979, 1980, 1981, 42428277, 1974, 1975, 1976, 1977, 42428272, 6597473553, 9475, 9476, 9477, 9478, 9479, 42439964, 6705, 6706, 6707, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 42435654, 1758008333, 6738, 6739, 6740, 42435657, 6722, 6723, 6724, 42435660, 6741, 4207957613, 6750, 6751, 42435663, 6752, 6753, 6754, 6755, 5849918504, 6770, 6771, 6772, 42435671, 4914, 4915, 4916, 42432700, 4917, 4918, 5849918503, 23203, 2435108451, 42435675, 2435108457, 6776, 6777, 6778, 42435677, 6773, 6774, 6775, 42435680, 6781, 6782, 4207957615, 4831, 42432589, 4828, 4829, 4830, 42435684, 6789)	2.0	2016-05-01 18:09:04.204442	2016-05-01 18:18:32
9615	2016-05-01 18:09:04	2016-05-01 18:13:04	-73.98882293701173	40.75830078125	-73.99209594726561	40.76443862915039	1	1078.2578	240.00000000000003	yellow_tripdata_2016-05	(40.75830078125, -73.98882293701173)	(40.76443862915039, -73.99209594726561)	6772	4851	(Timestamp('2016-05-01 18:07:04'), Timestamp('2016-05-01 18:14:04'))	(Timestamp('2016-05-01 18:07:04'), Timestamp('2016-05-01 18:23:04'))	297.6366164359037	(6772, 42435671, 4914, 4915, 4916, 42432700, 4917, 4918, 5849918503, 23203, 2435108451, 42435675, 2435108457, 6776, 6777, 6778, 42435677, 6773, 6774, 6775, 42435680, 6781, 6782, 4207957615, 4831, 42432589, 6210777839, 30059, 4782543132, 23446, 23447, 23448, 2682336471, 23445, 2682336481, 23449, 2969871935, 23746, 23747, 23748, 23749, 4782543129, 2351532373, 42432594, 4837, 4838, 4839, 4840, 4841, 4842, 4843, 4844, 4845, 4846, 4847, 4848, 4849, 42432598, 4850, 4851)	8.0	2016-05-01 18:09:30.216014	2016-05-01 18:19:05
3595	2016-05-01 18:08:29	2016-05-01 18:16:23	-73.97787475585938	40.75229644775391	-73.99126434326173	40.75027847290039	1	1770.2740000000001	474.00000000000006	yellow_tripdata_2016-05	(40.75229644775391, -73.97787475585938)	(40.75027847290039, -73.99126434326173)	19317	5235625496	(Timestamp('2016-05-01 18:06:29'), Timestamp('2016-05-01 18:13:29'))	(Timestamp('2016-05-01 18:06:29'), Timestamp('2016-05-01 18:26:23'))	214.69632253702812	(19317, 19318, 3955360018, 42443804, 3955360019, 27076, 27075, 27074, 3955360021, 42445916, 3955360023, 26989, 26988, 26987, 26986, 26985, 26984, 3942050699, 42437358, 3942050698, 26981, 26982, 26983, 7826843770, 42432436, 7826843771, 27065, 27066, 27067, 27068, 27069, 27070, 3955360016, 42432438, 3955360015, 19308, 19309, 19310, 19311, 19312, 19313, 561042200, 3955360012, 26240, 26241, 26242, 3786901749, 561042198, 3639382768, 25752, 25753, 25754, 8122411171, 561042195, 8122411157, 19274, 19275, 19276, 561042194, 19259, 19260, 19261, 561042192, 19256, 19257, 19258, 561042193, 19250, 19251, 19252, 561042191, 19253, 19254, 19255, 8119462434, 561042190, 8119462452, 26237, 26238, 26239, 3786901746, 561042188, 8119462477, 12106, 12107, 12108, 12109, 12110, 12111, 42445903, 12097, 12098, 12099, 12100, 4493840514, 12499, 12500, 42446701, 12501, 12502, 12503, 12504, 12505, 12506, 12507, 12508, 12509, 12510, 12511, 12512, 12513, 6224277841, 6224277863, 6224277869, 3456, 42430298, 42428244, 1953, 1954, 4886228960, 3857343072, 42430304, 6224277845, 4886228959, 6224278787, 30021, 4770628023, 30022, 30023, 30024, 30025, 8567060240, 8567060233, 8052, 8051, 8050, 8049, 8048, 8047, 42437654, 7782217024, 37531, 37532, 37533, 7590955909, 4461990857, 5235625496)	3.0	2016-05-01 18:06:28.115855	2016-05-01 18:10:06
5931	2016-05-01 18:09:46	2016-05-01 18:19:23	-73.98657989501953	40.75528717041016	-73.97401428222656	40.75663757324219	1	2027.7684	577.0	yellow_tripdata_2016-05	(40.75528717041016, -73.98657989501953)	(40.75663757324219, -73.97401428222656)	1992	8762	(Timestamp('2016-05-01 18:07:46'), Timestamp('2016-05-01 18:14:46'))	(Timestamp('2016-05-01 18:07:46'), Timestamp('2016-05-01 18:29:23'))	405.21677022901457	(1992, 42428283, 1978, 1979, 1980, 1981, 42428277, 1974, 1975, 1976, 1977, 42428272, 1964, 1965, 1966, 1967, 42428268, 4707471833, 4707468278, 3485, 3486, 3487, 3488, 3489, 42430317, 3482, 3483, 3484, 42430320, 3492, 3493, 3494, 42430324, 3510, 3511, 3512, 42430329, 3515, 3516, 3517, 8375523268, 42430333, 8375523266, 1751440889, 3531, 3532, 3533, 42430338, 3521, 3522, 3523, 42430342, 3534, 3535, 3536, 42430344, 3541, 3542, 3543, 3944708054, 42430347, 3944708059, 3559, 3560, 3561, 42430350, 3562, 3971196607, 27097, 27098, 3971196618, 42430352, 3563, 3564, 3565, 3971196622, 42430356, 3566, 3567, 3568, 3971196625, 42430358, 3569, 3971196628, 3570, 3571, 42430361, 3575, 3576, 3577, 3974095843, 42430363, 3974095844, 27147, 4016646232, 27166, 3976008169, 42430367, 3971302311, 27123, 27124, 27125, 3977886868, 42430371, 3971302312, 27126, 4544486780, 27249, 27250, 27251, 27252, 27253, 27254, 27255, 27256, 27257, 27258, 27259, 27260, 27261, 3977886858, 42450426, 3977886255, 12163, 12164, 12165, 12166, 12167, 12168, 12169, 42445936, 12156, 12157, 12158, 12159, 12160, 12161, 12162, 596775919, 20670, 20671, 20672, 3977886235, 596775900, 3977886228, 20661, 20662, 20663, 596775914, 20640, 20641, 20642, 596775876, 20645, 20646, 20647, 3977886201, 596775870, 3977886197, 20631, 20632, 20633, 596775867, 20627, 20628, 20629, 20630, 596775882, 13106, 42448811, 8755, 8756, 8757, 42438886, 8762)	2.0	2016-05-01 18:13:10.981828	2016-05-01 18:29:06
3753	2016-05-01 18:06:53	2016-05-01 18:15:45	-73.98397064208984	40.764869689941406	-73.9912567138672	40.75021743774414	1	1931.2079999999999	532.0	yellow_tripdata_2016-05	(40.764869689941406, -73.98397064208984)	(40.75021743774414, -73.9912567138672)	6820	5235625496	(Timestamp('2016-05-01 18:04:53'), Timestamp('2016-05-01 18:11:53'))	(Timestamp('2016-05-01 18:04:53'), Timestamp('2016-05-01 18:25:45'))	541.2876277549414	(6820, 6821, 4207815981, 6822, 42435710, 4449, 4450, 4451, 42431556, 4456, 4457, 4458, 8526802734, 6210777831, 42435714, 6827, 6828, 4207815982, 28468, 7597291081, 42435716, 7597291080, 8821677083, 1792549689, 1825841704, 6622850418, 6622850417, 6622850416, 1825841721, 1825841709, 1825841743, 1825841696, 1825841685, 1825841689, 1825841691, 8821677084, 1701856476, 3369517472, 1792535213, 1701856471, 1701856467, 8780665828, 42428332, 8780665834, 41947, 41948, 41949, 8785244283, 42428329, 6456258924, 8785244287, 23428, 23429, 23430, 23431, 2653473655, 23427, 4794775935, 4794775932, 9521, 42440022, 9514, 9515, 9516, 9517, 9518, 3932923797, 26967, 26966, 26965, 26964, 26963, 26962, 5402554392, 3606, 3607, 42430384, 3602, 3603, 3604, 3605, 42430390, 3637, 3638, 3639, 7830757191, 42430394, 7830685375, 29220, 29219, 29218, 29217, 29216, 29215, 29214, 29213, 29212, 29211, 29210, 4347534780, 4347534767, 3377461261, 25123, 3377461262, 5706568771, 3976008176, 8746375053, 34133, 34134, 6188803959, 42427762, 3976008171, 5066, 5067, 5068, 42432818, 4416, 4417, 4418, 4419, 42431544, 4420, 4421, 4422, 42440951, 9860, 9861, 9862, 3977886859, 42450426, 3977886255, 12163, 12164, 12165, 12166, 12167, 12168, 12169, 42445936, 12156, 12157, 12158, 12159, 12160, 12161, 12162, 596775919, 20670, 20671, 20672, 3977886235, 596775900, 3977886228, 20661, 20662, 20663, 596775914, 20640, 20641, 20642, 596775876, 20645, 20646, 20647, 3977886201, 596775870, 3977886197, 20631, 20632, 20633, 596775867, 20627, 20628, 20629, 20630, 596775882, 14546, 14547, 14548, 42457476, 14543, 14544, 14545, 596775840, 3639381189, 15767, 15768, 100521545, 1690449006, 1690448994, 100521544, 15766, 100521543, 5773928814, 1690449015, 3639381190, 14758, 14759, 14760, 14761, 42459085, 14752, 14753, 14754, 14755, 14756, 14757, 100521730, 1690448972, 42459083, 1690448973, 100521728, 15769, 100521835, 1690449004, 100521834, 8122411163, 1690448976, 100521831, 15770, 15771, 15772, 15773, 15774, 100522479, 15775, 15776, 3639382766, 3639382767, 3639382768, 25752, 25753, 25754, 8122411171, 561042195, 8122411157, 19274, 19275, 19276, 561042194, 19259, 19260, 19261, 561042192, 19256, 19257, 19258, 561042193, 19250, 19251, 19252, 561042191, 19253, 19254, 19255, 8119462434, 561042190, 8119462452, 26237, 26238, 26239, 3786901746, 561042188, 8119462477, 12106, 12107, 12108, 12109, 12110, 12111, 42445903, 12097, 12098, 12099, 12100, 4493840514, 12499, 12500, 42446701, 12501, 12502, 12503, 12504, 12505, 12506, 12507, 12508, 12509, 12510, 12511, 12512, 12513, 6224277841, 6224277863, 6224277869, 3456, 42430298, 42428244, 1953, 1954, 4886228960, 3857343072, 42430304, 6224277845, 4886228959, 6224278787, 30021, 4770628023, 30022, 30023, 30024, 30025, 8567060240, 8567060233, 8052, 8051, 8050, 8049, 8048, 8047, 42437654, 7782217024, 37531, 37532, 37533, 7590955909, 4461990857, 5235625496)	7.0	2016-05-01 18:04:52.230200	2016-05-01 18:17:17
9024	2016-05-01 18:09:05	2016-05-01 18:15:14	-73.99141693115233	40.75482177734375	-73.98304748535155	40.766258239746094	1	1432.3126	369.0	yellow_tripdata_2016-05	(40.75482177734375, -73.99141693115233)	(40.766258239746094, -73.98304748535155)	5634	4457	(Timestamp('2016-05-01 18:07:05'), Timestamp('2016-05-01 18:14:05'))	(Timestamp('2016-05-01 18:07:05'), Timestamp('2016-05-01 18:25:14'))	355.9050706481762	(5634, 5635, 5636, 42435654, 1758008333, 6738, 6739, 6740, 42435657, 6722, 6723, 6724, 42435660, 6741, 4207957613, 6750, 6751, 42435663, 6752, 6753, 6754, 6755, 5849918504, 6770, 6771, 6772, 42435671, 4914, 4915, 4916, 42432700, 4917, 4918, 5849918503, 23203, 2435108451, 42435675, 2435108457, 6776, 6777, 6778, 42435677, 6773, 6774, 6775, 42435680, 6781, 6782, 4207957615, 4831, 42432589, 4828, 4829, 4830, 42435684, 6789, 6790, 6791, 42435687, 6793, 6794, 6795, 42435702, 6807, 6808, 4207815979, 42435705, 6809, 6810, 4207815980, 6819, 42435707, 6820, 6821, 4207815981, 6822, 42435710, 4449, 4450, 4451, 42431556, 4456, 4457)	8.0	2016-05-01 18:07:04.715679	2016-05-01 18:13:03
344	2016-05-01 18:00:03	2016-05-01 18:10:08	-73.98712921142578	40.7608528137207	-73.99124145507811	40.750244140625	1	1432.3126	605.0	yellow_tripdata_2016-05	(40.7608528137207, -73.98712921142578)	(40.750244140625, -73.99124145507811)	6775	5235625496	(Timestamp('2016-05-01 17:58:03'), Timestamp('2016-05-01 18:05:03'))	(Timestamp('2016-05-01 17:58:03'), Timestamp('2016-05-01 18:20:08'))	600.3474238295511	(6775, 42435680, 6783, 6784, 6785, 6786, 6787, 6788, 6167628292, 21921, 1758380526, 21919, 21920, 2435108436, 42428305, 4322008118, 9507, 9508, 42439996, 9500, 9501, 9502, 9503, 1745991210, 6167628291, 27102, 27103, 27104, 27105, 3971196620, 27099, 27100, 27101, 3971196619, 42430352, 3563, 3564, 3565, 3971196622, 42430356, 3566, 3567, 3568, 3971196625, 42430358, 3569, 3971196628, 3570, 3571, 42430361, 3575, 3576, 3577, 3974095843, 42430363, 3974095844, 27147, 4016646232, 27166, 3976008169, 42430367, 3971302311, 27123, 27124, 27125, 3977886868, 42430371, 3971302312, 27126, 4544486780, 27249, 27250, 27251, 27252, 27253, 27254, 27255, 27256, 27257, 27258, 27259, 27260, 27261, 3977886858, 42450426, 3977886255, 12163, 12164, 12165, 12166, 12167, 12168, 12169, 42445936, 12156, 12157, 12158, 12159, 12160, 12161, 12162, 596775919, 20670, 20671, 20672, 3977886235, 596775900, 3977886228, 20661, 20662, 20663, 596775914, 20640, 20641, 20642, 596775876, 20645, 20646, 20647, 3977886201, 596775870, 3977886197, 20631, 20632, 20633, 596775867, 20627, 20628, 20629, 20630, 596775882, 14546, 14547, 14548, 42457476, 14543, 14544, 14545, 596775840, 3639381189, 15767, 15768, 100521545, 1690449006, 1690448994, 100521544, 15766, 100521543, 5773928814, 1690449015, 3639381190, 14758, 14759, 14760, 14761, 42459085, 14752, 14753, 14754, 14755, 14756, 14757, 100521730, 1690448972, 42459083, 1690448973, 100521728, 15769, 100521835, 1690449004, 100521834, 8122411163, 1690448976, 100521831, 15770, 15771, 15772, 15773, 15774, 100522479, 15775, 15776, 3639382766, 3639382767, 3639382768, 25752, 25753, 25754, 8122411171, 561042195, 8122411157, 19274, 19275, 19276, 561042194, 19259, 19260, 19261, 561042192, 19256, 19257, 19258, 561042193, 19250, 19251, 19252, 561042191, 19253, 19254, 19255, 8119462434, 561042190, 8119462452, 26237, 26238, 26239, 3786901746, 561042188, 8119462477, 12106, 12107, 12108, 12109, 12110, 12111, 42445903, 12097, 12098, 12099, 12100, 4493840514, 12499, 12500, 42446701, 12501, 12502, 12503, 12504, 12505, 12506, 12507, 12508, 12509, 12510, 12511, 12512, 12513, 6224277841, 6224277863, 6224277869, 3456, 42430298, 42428244, 1953, 1954, 4886228960, 3857343072, 42430304, 6224277845, 4886228959, 6224278787, 30021, 4770628023, 30022, 30023, 30024, 30025, 8567060240, 8567060233, 8052, 8051, 8050, 8049, 8048, 8047, 42437654, 7782217024, 37531, 37532, 37533, 7590955909, 4461990857, 5235625496)	7.0	2016-05-01 17:59:17.615760	2016-05-01 18:17:19
4745	2016-05-01 18:01:57	2016-05-01 18:09:16	-73.98641204833984	40.760601043701165	-73.97749328613281	40.75365829467773	1	1287.472	439.0	yellow_tripdata_2016-05	(40.760601043701165, -73.98641204833984)	(40.75365829467773, -73.97749328613281)	6786	42443807	(Timestamp('2016-05-01 17:59:57'), Timestamp('2016-05-01 18:06:57'))	(Timestamp('2016-05-01 17:59:57'), Timestamp('2016-05-01 18:19:16'))	499.9822989858329	(6786, 6787, 6788, 6167628292, 21921, 1758380526, 21919, 21920, 2435108436, 42428305, 4322008118, 9507, 9508, 42439996, 9500, 9501, 9502, 9503, 1745991210, 6167628291, 27102, 27103, 27104, 27105, 3971196620, 27099, 27100, 27101, 3971196619, 42430352, 3563, 3564, 3565, 3971196622, 42430356, 3566, 3567, 3568, 3971196625, 42430358, 3569, 3971196628, 3570, 3571, 42430361, 3575, 3576, 3577, 3974095843, 42430363, 3974095844, 27147, 4016646232, 27166, 3976008169, 42430367, 3971302311, 27123, 27124, 27125, 3977886868, 42430371, 3971302312, 27126, 4544486780, 27249, 27250, 27251, 27252, 27253, 27254, 27255, 27256, 27257, 27258, 27259, 27260, 27261, 3977886858, 42450426, 3977886254, 27243, 27244, 27245, 3977886251, 42436700, 3977886247, 27238, 27239, 27240, 3977886244, 42446353, 3977886240, 27225, 27226, 27227, 3977886238, 42440452, 3977886232, 27213, 27214, 27215, 3977886226, 42440153, 9617, 3977886222, 805765088, 6814895832, 6814895829, 805765092, 21063, 3955372902, 42432580, 4827, 3955372899, 27050, 27051, 3944708057, 42443528, 3944708052, 27045, 27046, 27047, 3944708051, 42452353, 3944708048, 27039, 27040, 27041, 3944708046, 42434072, 3944708043, 27032, 27033, 27034, 27035, 27036, 27037, 3944708040, 42434074, 3944708039, 27031, 8536656980, 5725, 5726, 42434077, 5718, 5719, 5720, 42443810, 11267, 11268, 11269, 11270, 42443807)	7.0	2016-05-01 17:59:56.552217	2016-05-01 18:13:35
8797	2016-05-01 18:08:40	2016-05-01 18:15:22	-73.99197387695312	40.764347076416016	-73.99533081054686	40.75548553466797	1	1287.472	402.0	yellow_tripdata_2016-05	(40.764347076416016, -73.99197387695312)	(40.75548553466797, -73.99533081054686)	4851	18389	(Timestamp('2016-05-01 18:06:40'), Timestamp('2016-05-01 18:13:40'))	(Timestamp('2016-05-01 18:06:40'), Timestamp('2016-05-01 18:25:22'))	600.9947018321523	(4851, 4852, 42440170, 9618, 9619, 9620, 42454042, 14176, 7557417142, 12408, 12409, 42446363, 12406, 12407, 7557417119, 35102, 6534229348, 42449550, 6534229346, 35099, 35100, 35101, 6534229345, 42450434, 6534229344, 35098, 7557417108, 27335, 3998699925, 42440966, 3998699927, 27336, 27337, 27338, 3998699929, 42431563, 3998699928, 4465, 4466, 4467, 4468, 4469, 4470, 4471, 4472, 4473, 4474, 4475, 4476, 4477, 42431560, 2351532384, 23149, 23150, 23151, 23152, 23153, 23154, 4546351675, 2698702583, 23456, 4546351674, 4452, 4453, 4454, 4455, 42431556, 4456, 4457, 4458, 8526802734, 6210777831, 42435714, 6827, 6828, 4207815982, 28468, 7597291081, 42435716, 7597291080, 8821677083, 1792549689, 1825841704, 6622850418, 6622850417, 6622850416, 1825841721, 1825841709, 1825841743, 1825841696, 1825841685, 1825841689, 1825841691, 8821677084, 1701856476, 3369517472, 1792535213, 1701856471, 1701856467, 8780665828, 42428332, 8780665834, 41947, 41948, 41949, 8785244283, 42428329, 8785244291, 41971, 41972, 41973, 8785244272, 42428328, 8785244279, 25278, 25279, 25280, 3463816119, 42428321, 3463816116, 25269, 25270, 25271, 8785244254, 42428315, 8785244261, 41968, 41969, 41970, 8785244242, 42428313, 8785244250, 27274, 27275, 27276, 3977886874, 42428312, 3977886871, 27268, 27269, 27270, 3977886866, 42428310, 3977886863, 23207, 23208, 23209, 2435108453, 42428308, 2435108455, 23210, 23211, 23212, 2435108454, 42428307, 1993, 1994, 1758380528, 8704367785, 41770, 8704367786, 4832, 4833, 4834, 4835, 4836, 42432589, 6210777839, 30059, 4782543132, 23446, 23447, 23448, 2682336471, 23445, 2682336481, 23449, 2969871935, 23746, 23747, 23748, 23749, 4782543129, 2351532373, 42432594, 3463813443, 11100, 11101, 11102, 42443532, 11103, 11104, 11105, 8646554912, 42445020, 8646554913, 28581, 4207957614, 11652, 42445018, 4935, 4936, 4937, 4938, 42432703, 4932, 4933, 4934, 42443561, 11144, 11145, 11146, 42445011, 7872, 7873, 7874, 7875, 42437368, 7876, 7877, 7878, 7903850298, 42445001, 8288270437, 7903850294, 38720, 38721, 38722, 7903850293, 42444991, 7903850295, 38723, 38724, 38725, 8288270377, 42444985, 8288270378, 40586, 40587, 40588, 8288270384, 42433625, 8288270385, 28540, 28541, 4207913309, 8288270359, 4491359481, 8288270362, 18388, 18389)	9.0	2016-05-01 18:12:17.505316	2016-05-01 18:22:30
8434	2016-05-01 18:16:05	2016-05-01 18:23:50	-73.98111724853516	40.76433181762695	-73.98223114013672	40.75822830200195	1	1721.9938	465.00000000000006	yellow_tripdata_2016-05	(40.76433181762695, -73.98111724853516)	(40.75822830200195, -73.98223114013672)	3463817013	21966	(Timestamp('2016-05-01 18:14:05'), Timestamp('2016-05-01 18:21:05'))	(Timestamp('2016-05-01 18:14:05'), Timestamp('2016-05-01 18:33:50'))	561.5950141786221	(3463817013, 25272, 25273, 25274, 25275, 3463816117, 4544455459, 42428321, 3463816116, 25269, 25270, 25271, 8785244254, 42428315, 8785244261, 41968, 41969, 41970, 8785244242, 42428313, 8785244250, 27274, 27275, 27276, 3977886874, 42428312, 3977886871, 27268, 27269, 27270, 3977886866, 42428310, 3977886863, 23207, 23208, 23209, 2435108453, 42428308, 2435108455, 23210, 23211, 23212, 2435108454, 42428307, 1993, 1994, 1758380528, 1762449346, 21976, 21975, 21974, 1762449347, 1758380526, 21919, 21920, 2435108436, 42428305, 4322008118, 9507, 9508, 42439996, 9497, 9498, 9499, 42439994, 6598535157, 35130, 35131, 35132, 6598535159, 42439990, 6596799559, 2435108452, 23204, 23205, 23206, 8250908767, 21967, 21968, 21969, 21970, 21971, 21972, 1762438252, 21973, 8318633104, 27052, 3944708058, 42430347, 3944708059, 3559, 3560, 3561, 42430350, 8375496966, 21965, 21966)	3.0	2016-05-01 18:19:16.406016	2016-05-01 18:28:39
