	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.093956	0
1	4905	46	0		5	2016-05-01 17:50:08.000000	2016-05-01 17:50:07.419573	0
2	4908	47	0		13	2016-05-01 17:50:16.000000	2016-05-01 17:50:15.399590	0
3	4909	48	0		14	2016-05-01 17:50:17.000000	2016-05-01 17:50:16.024030	0
4	6776	89	0		23	2016-05-01 17:50:26.000000	2016-05-01 17:50:25.643375	0
5	6777	90	0		23	2016-05-01 17:50:26.000000	2016-05-01 17:58:00.091272	0
6	6775	487	0		25	2016-05-01 17:58:03.000000	2016-05-01 17:58:02.007164	0
7	6786	92	1		42	2016-05-01 17:58:20.000000	2016-05-01 17:58:19.098211	0
8	27261	286	1		231	2016-05-01 18:01:29.000000	2016-05-01 18:01:28.627692	0
9	3977886858	420	1		231	2016-05-01 18:01:29.000000	2016-05-01 18:01:28.186980	0
10	20633	176	1		244	2016-05-01 18:01:42.000000	2016-05-01 18:01:41.064695	0
11	6224277860	454	1		290	2016-05-01 18:02:28.000000	2016-05-01 18:02:27.962331	0
12	6224278786	455	1		316	2016-05-01 18:02:54.000000	2016-05-01 18:02:53.528728	0
13	9429	126	1		408	2016-05-01 18:04:26.000000	2016-05-01 18:04:25.097303	0
14	7590955909	467	1		421	2016-05-01 18:04:39.000000	2016-05-01 18:04:38.572078	0
15	5235625496	795	1		422	2016-05-01 18:04:40.000000	2016-05-01 18:04:39.945346	0
16	6597464530	509	0		555	2016-05-01 18:06:53.000000	2016-05-01 18:06:53.000000	0
17	6597464530	458	1		556	2016-05-01 18:06:54.000000	2016-05-01 18:06:53.717776	0
18	27076	262	1		628	2016-05-01 18:08:06.000000	2016-05-01 18:08:05.070999	0
19	3955360018	817	1		633	2016-05-01 18:08:11.000000	2016-05-01 18:08:10.422013	0
20	19317	530	0		636	2016-05-01 18:08:14.000000	2016-05-01 18:08:13.354515	0
21	3955360018	404	1		637	2016-05-01 18:08:15.000000	2016-05-01 18:08:14.056248	0
22	5235625496	838	1		734	2016-05-01 18:09:52.000000	2016-05-01 18:09:51.952320	0
23	37531	537	0		786	2016-05-01 18:10:44.000000	2016-05-01 18:10:43.295069	0
24	6755	845	1		942	2016-05-01 18:13:20.000000	2016-05-01 18:13:32.459824	0
25	27146	585	0		1015	2016-05-01 18:14:46.000000	2016-05-01 18:14:45.014580	0
26	19318	893	1		1130	2016-05-01 18:16:41.000000	2016-05-01 18:16:40.212174	0
27	19319	575	0		1135	2016-05-01 18:16:46.000000	2016-05-01 18:16:46.000000	0
28	19319	173	1		1136	2016-05-01 18:16:47.000000	2016-05-01 18:16:46.630779	0
29	561042204	369	1		1136	2016-05-01 18:16:47.000000	2016-05-01 18:16:46.241056	0
30	19317	171	1		1136	2016-05-01 18:16:47.000000	2016-05-01 18:16:46.677257	0
31	19318	172	1		1136	2016-05-01 18:16:47.000000	2016-05-01 18:16:46.555535	0
32	42443804	360	1		1136	2016-05-01 18:16:47.000000	2016-05-01 18:16:46.149262	0
