	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:00.000000	2016-05-01 17:49:59.988107	0
1	6598535230	350	0		49	2016-05-01 17:50:49.000000	2016-05-01 17:50:48.974157	0
2	42430342	272	0		54	2016-05-01 17:50:54.000000	2016-05-01 17:50:53.048796	0
3	3541	25	0		55	2016-05-01 17:50:55.000000	2016-05-01 17:50:54.102977	0
4	3576	28	0		64	2016-05-01 17:51:04.000000	2016-05-01 17:51:03.089006	0
5	27166	204	0		65	2016-05-01 17:51:05.000000	2016-05-01 17:51:04.075502	0
6	20628	172	0		87	2016-05-01 17:51:27.000000	2016-05-01 17:51:26.162692	0
7	1690448973	291	0		97	2016-05-01 17:51:37.000000	2016-05-01 17:51:36.081823	0
8	19251	163	0		109	2016-05-01 17:51:49.000000	2016-05-01 17:51:48.033298	0
9	9469	109	0		239	2016-05-01 17:53:59.000000	2016-05-01 17:53:58.456805	0
10	37821	258	0		303	2016-05-01 17:55:03.000000	2016-05-01 17:55:02.158855	0
11	37816	257	0		362	2016-05-01 17:56:02.000000	2016-05-01 17:59:25.000000	0
12	37816	446	0		363	2016-05-01 17:59:26.000000	2016-05-01 17:59:25.530006	0
13	40117	477	1		409	2016-05-01 18:00:12.000000	2016-05-01 18:00:11.128847	0
14	5545401593	341	2		423	2016-05-01 18:00:26.000000	2016-05-01 18:00:25.102469	0
15	29306	229	2		543	2016-05-01 18:02:26.000000	2016-05-01 18:02:26.000000	0
16	29306	513	2		544	2016-05-01 18:02:27.000000	2016-05-01 18:02:27.000000	0
17	29306	677	3		546	2016-05-01 18:02:29.000000	2016-05-01 18:02:28.021244	0
18	5122601050	335	2		548	2016-05-01 18:02:31.000000	2016-05-01 18:02:30.916547	0
19	8567053364	374	2		548	2016-05-01 18:02:31.000000	2016-05-01 18:02:30.153087	0
20	37970	447	2		584	2016-05-01 18:03:07.000000	2016-05-01 18:03:06.008770	0
21	6700	500	3		614	2016-05-01 18:03:37.000000	2016-05-01 18:03:36.603059	0
22	6701	70	4		615	2016-05-01 18:03:38.000000	2016-05-01 18:03:38.000000	0
