	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.580570	0
1	6597464486	104	0		0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.241605	0
2	27146	62	0		2	2016-05-01 17:50:05.000000	2016-05-01 17:50:04.926786	0
3	6598535230	106	0		50	2016-05-01 17:50:53.000000	2016-05-01 17:59:33.000000	0
4	6598535230	142	0		51	2016-05-01 17:59:34.000000	2016-05-01 17:59:33.187545	0
5	3976008169	91	1		569	2016-05-01 18:08:12.000000	2016-05-01 18:08:11.259450	0
6	27123	134	1		570	2016-05-01 18:08:13.000000	2016-05-01 18:08:12.058998	0
7	3977886868	93	2		571	2016-05-01 18:08:14.000000	2016-05-01 18:08:13.745413	0
8	37531	126	2		845	2016-05-01 18:12:48.000000	2016-05-01 18:12:47.673389	0
9	37532	202	3		847	2016-05-01 18:12:50.000000	2016-05-01 18:12:49.022422	0
10	4631139783	95	2		848	2016-05-01 18:12:51.000000	2016-05-01 18:12:50.925383	0
11	26308	56	2		853	2016-05-01 18:12:56.000000	2016-05-01 18:12:55.335683	0
12	6702	11	2		1217	2016-05-01 18:19:00.000000	2016-05-01 18:19:00.000000	0
13	6702	194	2		1218	2016-05-01 18:19:01.000000	2016-05-01 18:19:00.035545	0
14	8660596975	110	1		1337	2016-05-01 18:21:00.000000	2016-05-01 18:20:59.235364	0
15	6723	13	1		1345	2016-05-01 18:21:08.000000	2016-05-01 18:21:07.144577	0
16	6755	186	1		1349	2016-05-01 18:21:12.000000	2016-05-01 18:21:11.511999	0
17	42428297	242	0		1369	2016-05-01 18:21:32.000000		0
0	42428297	233	0	311.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:55:13.199959	1
1	3539	117	0		613	2016-05-01 18:05:27.000000	2016-05-01 18:05:27.000000	1
2	3539	4	1		614	2016-05-01 18:05:28.000000	2016-05-01 18:05:27.132551	1
3	4828	9	1		719	2016-05-01 18:07:13.000000	2016-05-01 18:07:12.319413	1
4	6789	20	1		730	2016-05-01 18:07:24.000000	2016-05-01 18:07:23.174320	1
5	4207815979	94	1		757	2016-05-01 18:07:51.000000	2016-05-01 18:07:50.076595	1
6	6820	22	1		772	2016-05-01 18:08:06.000000	2016-05-01 18:08:05.007964	1
7	25285	53	1		885	2016-05-01 18:09:59.000000	2016-05-01 18:11:00.000000	1
8	25285	137	1		886	2016-05-01 18:11:01.000000	2016-05-01 18:11:00.579476	1
9	42436700	121	2		1377	2016-05-01 18:19:12.000000	2016-05-01 18:19:12.000000	1
10	42436700	75	3		1378	2016-05-01 18:19:13.000000	2016-05-01 18:19:12.077029	1
11	23428	177	3		1430	2016-05-01 18:20:05.000000	2016-05-01 18:20:04.310354	1
12	3942050702	86	2		1580	2016-05-01 18:22:35.000000	2016-05-01 18:22:35.000000	1
13	3942050702	181	2		1581	2016-05-01 18:22:36.000000	2016-05-01 18:22:35.219023	1
14	7826843771	109	1		1592	2016-05-01 18:22:47.000000	2016-05-01 18:22:47.000000	1
