	ta	tb	xa_lon	xa_lat	xb_lon	xb_lat	n	distance	duration	table_name	xa	xb	ia	ib	twa	twb	iv	iv_ta	iv_tb
4892	2016-05-01 18:00:00	2016-05-01 18:09:38	-73.9845199584961	40.75191879272461	-73.97905731201173	40.766876220703125	1	3057.7459999999996	578.0	yellow_tripdata_2016-05	(40.75191879272461, -73.9845199584961)	(40.766876220703125, -73.97905731201173)	33487	42423674	(Timestamp('2016-05-01 17:58:00'), Timestamp('2016-05-01 18:05:00'))	(Timestamp('2016-05-01 17:58:00'), Timestamp('2016-05-01 18:19:38'))			
608	2016-05-01 18:00:01	2016-05-01 18:05:24	-73.99510192871094	40.75497817993164	-73.9988021850586	40.744510650634766	1	1448.406	323.0	yellow_tripdata_2016-05	(40.75497817993164, -73.99510192871094)	(40.744510650634766, -73.9988021850586)	40584	6011	(Timestamp('2016-05-01 17:58:01'), Timestamp('2016-05-01 18:05:01'))	(Timestamp('2016-05-01 17:58:01'), Timestamp('2016-05-01 18:15:24'))			
9965	2016-05-01 18:00:02	2016-05-01 18:05:07	-73.99149322509764	40.755008697509766	-74.00275421142578	40.756195068359375	1	1319.6588	305.0	yellow_tripdata_2016-05	(40.755008697509766, -73.99149322509764)	(40.756195068359375, -74.00275421142578)	5635	19969	(Timestamp('2016-05-01 17:58:02'), Timestamp('2016-05-01 18:05:02'))	(Timestamp('2016-05-01 17:58:02'), Timestamp('2016-05-01 18:15:07'))			
4124	2016-05-01 18:00:02	2016-05-01 18:07:03	-73.99134063720702	40.75128555297852	-73.97876739501953	40.74938583374024	1	1335.7522	421.0	yellow_tripdata_2016-05	(40.75128555297852, -73.99134063720702)	(40.74938583374024, -73.97876739501953)	8043	12604	(Timestamp('2016-05-01 17:58:02'), Timestamp('2016-05-01 18:05:02'))	(Timestamp('2016-05-01 17:58:02'), Timestamp('2016-05-01 18:17:03'))			
6778	2016-05-01 18:00:02	2016-05-01 18:11:20	-73.98922729492188	40.74208068847656	-73.99117279052734	40.75016021728516	1	1432.3126	678.0	yellow_tripdata_2016-05	(40.74208068847656, -73.98922729492188)	(40.75016021728516, -73.99117279052734)	1926	5235625496	(Timestamp('2016-05-01 17:58:02'), Timestamp('2016-05-01 18:05:02'))	(Timestamp('2016-05-01 17:58:02'), Timestamp('2016-05-01 18:21:20'))			
5626	2016-05-01 18:00:03	2016-05-01 18:10:08	-73.98712921142578	40.7608528137207	-73.99124145507811	40.750244140625	1	1432.3126	605.0	yellow_tripdata_2016-05	(40.7608528137207, -73.98712921142578)	(40.750244140625, -73.99124145507811)	6775	5235625496	(Timestamp('2016-05-01 17:58:03'), Timestamp('2016-05-01 18:05:03'))	(Timestamp('2016-05-01 17:58:03'), Timestamp('2016-05-01 18:20:08'))	8.0	2016-05-01 18:02:44.513468	2016-05-01 18:14:39
4520	2016-05-01 18:00:04	2016-05-01 18:14:03	-73.9925765991211	40.753730773925774	-73.96330261230467	40.75444793701172	1	3218.68	839.0	yellow_tripdata_2016-05	(40.753730773925774, -73.9925765991211)	(40.75444793701172, -73.96330261230467)	41691	13899	(Timestamp('2016-05-01 17:58:04'), Timestamp('2016-05-01 18:05:04'))	(Timestamp('2016-05-01 17:58:04'), Timestamp('2016-05-01 18:24:03'))			
2094	2016-05-01 18:00:04	2016-05-01 18:02:03	-73.98065948486328	40.74504089355469	-73.97693634033203	40.74734878540039	1	804.67	119.00000000000001	yellow_tripdata_2016-05	(40.74504089355469, -73.98065948486328)	(40.74734878540039, -73.97693634033203)	8119462472	13280	(Timestamp('2016-05-01 17:58:04'), Timestamp('2016-05-01 18:05:04'))	(Timestamp('2016-05-01 17:58:04'), Timestamp('2016-05-01 18:12:03'))			
913	2016-05-01 18:00:06	2016-05-01 18:05:25	-73.98543548583984	40.746936798095696	-73.9742889404297	40.75360870361328	1	1609.34	319.0	yellow_tripdata_2016-05	(40.746936798095696, -73.98543548583984)	(40.75360870361328, -73.9742889404297)	11257	5728	(Timestamp('2016-05-01 17:58:06'), Timestamp('2016-05-01 18:05:06'))	(Timestamp('2016-05-01 17:58:06'), Timestamp('2016-05-01 18:15:25'))			
708	2016-05-01 18:00:07	2016-05-01 18:09:06	-73.97251892089844	40.75254821777344	-73.97953033447266	40.76361846923828	1	1770.2740000000001	539.0	yellow_tripdata_2016-05	(40.75254821777344, -73.97251892089844)	(40.76361846923828, -73.97953033447266)	10707	26972	(Timestamp('2016-05-01 17:58:07'), Timestamp('2016-05-01 18:05:07'))	(Timestamp('2016-05-01 17:58:07'), Timestamp('2016-05-01 18:19:06'))			
2483	2016-05-01 18:00:07	2016-05-01 18:04:27	-73.96710968017578	40.7527732849121	-73.97422027587889	40.75104141235352	1	965.6039999999999	260.0	yellow_tripdata_2016-05	(40.7527732849121, -73.96710968017578)	(40.75104141235352, -73.97422027587889)	3831822160	13344	(Timestamp('2016-05-01 17:58:07'), Timestamp('2016-05-01 18:05:07'))	(Timestamp('2016-05-01 17:58:07'), Timestamp('2016-05-01 18:14:27'))	3.0	2016-05-01 18:03:44.001823	2016-05-01 18:08:17
9837	2016-05-01 18:00:08	2016-05-01 18:08:31	-73.99517059326173	40.754695892333984	-73.98255920410156	40.74924087524414	1	1126.5379999999998	503.00000000000006	yellow_tripdata_2016-05	(40.754695892333984, -73.99517059326173)	(40.74924087524414, -73.98255920410156)	8288270450	12116	(Timestamp('2016-05-01 17:58:08'), Timestamp('2016-05-01 18:05:08'))	(Timestamp('2016-05-01 17:58:08'), Timestamp('2016-05-01 18:18:31'))			
7364	2016-05-01 18:00:09	2016-05-01 18:05:13	-73.98739624023438	40.7503776550293	-73.9752197265625	40.76522445678711	1	2092.142	304.0	yellow_tripdata_2016-05	(40.7503776550293, -73.98739624023438)	(40.76522445678711, -73.9752197265625)	3857343079	29216	(Timestamp('2016-05-01 17:58:09'), Timestamp('2016-05-01 18:05:09'))	(Timestamp('2016-05-01 17:58:09'), Timestamp('2016-05-01 18:15:13'))			
8861	2016-05-01 18:00:10	2016-05-01 18:04:02	-73.97019958496092	40.7564811706543	-73.97313690185547	40.762741088867195	1	997.7908	232.00000000000003	yellow_tripdata_2016-05	(40.7564811706543, -73.97019958496092)	(40.762741088867195, -73.97313690185547)	9743	5062	(Timestamp('2016-05-01 17:58:10'), Timestamp('2016-05-01 18:05:10'))	(Timestamp('2016-05-01 17:58:10'), Timestamp('2016-05-01 18:14:02'))			
5462	2016-05-01 18:00:11	2016-05-01 18:01:45	-73.99349212646483	40.741920471191406	-73.99063873291014	40.74578094482422	1	450.6152	94.0	yellow_tripdata_2016-05	(40.741920471191406, -73.99349212646483)	(40.74578094482422, -73.99063873291014)	3345	6899374961	(Timestamp('2016-05-01 17:58:11'), Timestamp('2016-05-01 18:05:11'))	(Timestamp('2016-05-01 17:58:11'), Timestamp('2016-05-01 18:11:45'))			
3586	2016-05-01 18:00:11	2016-05-01 18:12:51	-73.98594665527344	40.768112182617195	-73.98773956298828	40.75081634521485	1	2574.944	760.0	yellow_tripdata_2016-05	(40.768112182617195, -73.98594665527344)	(40.75081634521485, -73.98773956298828)	11665	4707471868	(Timestamp('2016-05-01 17:58:11'), Timestamp('2016-05-01 18:05:11'))	(Timestamp('2016-05-01 17:58:11'), Timestamp('2016-05-01 18:22:51'))			
9169	2016-05-01 18:00:12	2016-05-01 18:07:56	-73.9940414428711	40.75141143798828	-73.99403381347656	40.75907516479492	1	1174.8182	464.00000000000006	yellow_tripdata_2016-05	(40.75141143798828, -73.9940414428711)	(40.75907516479492, -73.99403381347656)	6701	8393241417	(Timestamp('2016-05-01 17:58:12'), Timestamp('2016-05-01 18:05:12'))	(Timestamp('2016-05-01 17:58:12'), Timestamp('2016-05-01 18:17:56'))			
3385	2016-05-01 18:00:13	2016-05-01 18:07:33	-73.98210906982422	40.77398681640625	-73.99816131591797	40.76096725463867	1	2253.0759999999996	440.0	yellow_tripdata_2016-05	(40.77398681640625, -73.98210906982422)	(40.76096725463867, -73.99816131591797)	7515300914	5542715078	(Timestamp('2016-05-01 17:58:13'), Timestamp('2016-05-01 18:05:13'))	(Timestamp('2016-05-01 17:58:13'), Timestamp('2016-05-01 18:17:33'))			
8966	2016-05-01 18:00:13	2016-05-01 18:08:54	-73.98589324951173	40.74087142944336	-73.97030639648438	40.74919128417969	1	2156.5156	521.0	yellow_tripdata_2016-05	(40.74087142944336, -73.98589324951173)	(40.74919128417969, -73.97030639648438)	4597668029	248707602	(Timestamp('2016-05-01 17:58:13'), Timestamp('2016-05-01 18:05:13'))	(Timestamp('2016-05-01 17:58:13'), Timestamp('2016-05-01 18:18:54'))			
1310	2016-05-01 18:00:18	2016-05-01 18:05:25	-73.96825408935547	40.76066970825195	-73.97860717773438	40.76496887207031	1	965.6039999999999	307.0	yellow_tripdata_2016-05	(40.76066970825195, -73.96825408935547)	(40.76496887207031, -73.97860717773438)	5607992554	26967	(Timestamp('2016-05-01 17:58:18'), Timestamp('2016-05-01 18:05:18'))	(Timestamp('2016-05-01 17:58:18'), Timestamp('2016-05-01 18:15:25'))			
6742	2016-05-01 18:00:19	2016-05-01 18:08:54	-73.99503326416014	40.759963989257805	-73.99710083007811	40.74461364746094	1	2414.0099999999998	515.0	yellow_tripdata_2016-05	(40.759963989257805, -73.99503326416014)	(40.74461364746094, -73.99710083007811)	7881	6654	(Timestamp('2016-05-01 17:58:19'), Timestamp('2016-05-01 18:05:19'))	(Timestamp('2016-05-01 17:58:19'), Timestamp('2016-05-01 18:18:54'))			
5257	2016-05-01 18:00:19	2016-05-01 18:06:01	-73.990478515625	40.77535629272461	-73.98257446289062	40.771648406982415	1	1126.5379999999998	342.0	yellow_tripdata_2016-05	(40.77535629272461, -73.990478515625)	(40.771648406982415, -73.98257446289062)	20105	30992	(Timestamp('2016-05-01 17:58:19'), Timestamp('2016-05-01 18:05:19'))	(Timestamp('2016-05-01 17:58:19'), Timestamp('2016-05-01 18:16:01'))			
2472	2016-05-01 18:00:21	2016-05-01 18:14:47	-73.97836303710938	40.75389099121094	-73.99150848388672	40.77049255371094	1	2896.812	866.0	yellow_tripdata_2016-05	(40.75389099121094, -73.97836303710938)	(40.77049255371094, -73.99150848388672)	27026	7595763587	(Timestamp('2016-05-01 17:58:21'), Timestamp('2016-05-01 18:05:21'))	(Timestamp('2016-05-01 17:58:21'), Timestamp('2016-05-01 18:24:47'))			
7372	2016-05-01 18:00:21	2016-05-01 18:04:39	-73.98609924316406	40.74045181274414	-73.99578094482422	40.74427032470703	1	949.5106	258.0	yellow_tripdata_2016-05	(40.74045181274414, -73.98609924316406)	(40.74427032470703, -73.99578094482422)	5266429281	8103	(Timestamp('2016-05-01 17:58:21'), Timestamp('2016-05-01 18:05:21'))	(Timestamp('2016-05-01 17:58:21'), Timestamp('2016-05-01 18:14:39'))			
2194	2016-05-01 18:00:22	2016-05-01 18:12:11	-73.97722625732422	40.76605224609375	-73.97752380371094	40.74258041381836	1	3556.6414	709.0	yellow_tripdata_2016-05	(40.76605224609375, -73.97722625732422)	(40.74258041381836, -73.97752380371094)	28527	28378	(Timestamp('2016-05-01 17:58:22'), Timestamp('2016-05-01 18:05:22'))	(Timestamp('2016-05-01 17:58:22'), Timestamp('2016-05-01 18:22:11'))	6.0	2016-05-01 18:02:12.777954	2016-05-01 18:12:38
6002	2016-05-01 18:00:23	2016-05-01 18:13:11	-73.9671173095703	40.7636833190918	-73.98519134521484	40.76684188842773	1	2108.2354	768.0	yellow_tripdata_2016-05	(40.7636833190918, -73.9671173095703)	(40.76684188842773, -73.98519134521484)	7433	23153	(Timestamp('2016-05-01 17:58:23'), Timestamp('2016-05-01 18:05:23'))	(Timestamp('2016-05-01 17:58:23'), Timestamp('2016-05-01 18:23:11'))			
8027	2016-05-01 18:00:23	2016-05-01 18:05:40	-73.98455047607422	40.75941848754882	-73.98995971679686	40.75188064575195	1	965.6039999999999	317.0	yellow_tripdata_2016-05	(40.75941848754882, -73.98455047607422)	(40.75188064575195, -73.98995971679686)	9499	9416	(Timestamp('2016-05-01 17:58:23'), Timestamp('2016-05-01 18:05:23'))	(Timestamp('2016-05-01 17:58:23'), Timestamp('2016-05-01 18:15:40'))	5.0	2016-05-01 18:01:33.217475	2016-05-01 18:15:34
5777	2016-05-01 18:00:24	2016-05-01 18:04:37	-73.99212646484375	40.74909973144531	-74.00204467773438	40.74551773071289	1	1126.5379999999998	253.00000000000003	yellow_tripdata_2016-05	(40.74909973144531, -73.99212646484375)	(40.74551773071289, -74.00204467773438)	4631139784	6049	(Timestamp('2016-05-01 17:58:24'), Timestamp('2016-05-01 18:05:24'))	(Timestamp('2016-05-01 17:58:24'), Timestamp('2016-05-01 18:14:37'))			
9377	2016-05-01 18:00:27	2016-05-01 18:08:42	-73.9815673828125	40.757930755615234	-73.99272918701173	40.75814056396485	1	1593.2466	495.00000000000006	yellow_tripdata_2016-05	(40.757930755615234, -73.9815673828125)	(40.75814056396485, -73.99272918701173)	3558	7877	(Timestamp('2016-05-01 17:58:27'), Timestamp('2016-05-01 18:05:27'))	(Timestamp('2016-05-01 17:58:27'), Timestamp('2016-05-01 18:18:42'))			
7909	2016-05-01 18:00:31	2016-05-01 18:08:30	-73.98809051513672	40.74601364135742	-73.99164581298828	40.74991989135742	1	820.7633999999999	479.00000000000006	yellow_tripdata_2016-05	(40.74601364135742, -73.98809051513672)	(40.74991989135742, -73.99164581298828)	32259	5235625493	(Timestamp('2016-05-01 17:58:31'), Timestamp('2016-05-01 18:05:31'))	(Timestamp('2016-05-01 17:58:31'), Timestamp('2016-05-01 18:18:30'))			
4613	2016-05-01 18:00:31	2016-05-01 18:14:20	-73.98245239257811	40.75693130493164	-73.96636962890625	40.76190948486328	1	2349.6364	829.0	yellow_tripdata_2016-05	(40.75693130493164, -73.98245239257811)	(40.76190948486328, -73.96636962890625)	3541	30414	(Timestamp('2016-05-01 17:58:31'), Timestamp('2016-05-01 18:05:31'))	(Timestamp('2016-05-01 17:58:31'), Timestamp('2016-05-01 18:24:20'))	4.0	2016-05-01 18:01:48.102977	2016-05-01 18:13:34
4997	2016-05-01 18:00:32	2016-05-01 18:21:17	-73.9813232421875	40.77362823486328	-73.98990631103516	40.756744384765625	1	2735.8779999999997	1245.0	yellow_tripdata_2016-05	(40.77362823486328, -73.9813232421875)	(40.756744384765625, -73.98990631103516)	5117991237	4207957613	(Timestamp('2016-05-01 17:58:32'), Timestamp('2016-05-01 18:05:32'))	(Timestamp('2016-05-01 17:58:32'), Timestamp('2016-05-01 18:31:17'))			
3054	2016-05-01 18:00:32	2016-05-01 18:11:56	-73.97803497314453	40.75497055053711	-73.96356964111328	40.76165771484375	1	2414.0099999999998	684.0	yellow_tripdata_2016-05	(40.75497055053711, -73.97803497314453)	(40.76165771484375, -73.96356964111328)	27015	30431	(Timestamp('2016-05-01 17:58:32'), Timestamp('2016-05-01 18:05:32'))	(Timestamp('2016-05-01 17:58:32'), Timestamp('2016-05-01 18:21:56'))	5.0	2016-05-01 18:04:16.714842	2016-05-01 18:10:44
5283	2016-05-01 18:00:34	2016-05-01 18:19:47	-73.97631072998048	40.751567840576165	-73.99423217773438	40.75091171264648	1	2961.1856	1153.0	yellow_tripdata_2016-05	(40.751567840576165, -73.97631072998048)	(40.75091171264648, -73.99423217773438)	12632	8567053364	(Timestamp('2016-05-01 17:58:34'), Timestamp('2016-05-01 18:05:34'))	(Timestamp('2016-05-01 17:58:34'), Timestamp('2016-05-01 18:29:47'))			
3174	2016-05-01 18:00:36	2016-05-01 18:04:53	-73.97653198242188	40.751819610595696	-73.9764175415039	40.7451286315918	1	1110.4445999999998	257.0	yellow_tripdata_2016-05	(40.751819610595696, -73.97653198242188)	(40.7451286315918, -73.9764175415039)	12634	11826	(Timestamp('2016-05-01 17:58:36'), Timestamp('2016-05-01 18:05:36'))	(Timestamp('2016-05-01 17:58:36'), Timestamp('2016-05-01 18:14:53'))			
