	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.093956	0
1	4905	32	0		5	2016-05-01 17:50:08.000000	2016-05-01 17:50:07.060644	0
2	5849918503	307	0		23	2016-05-01 17:50:26.000000	2016-05-01 17:57:58.517197	0
3	6775	331	0		27	2016-05-01 17:58:03.000000	2016-05-01 17:58:02.114807	0
4	5235625496	531	1		301	2016-05-01 18:02:37.000000	2016-05-01 18:05:57.067914	0
5	6224278786	382	0		379	2016-05-01 18:07:16.000000	2016-05-01 18:07:16.000000	0
6	6224278786	312	1		380	2016-05-01 18:07:17.000000	2016-05-01 18:07:16.528728	0
7	9429	87	1		472	2016-05-01 18:08:49.000000	2016-05-01 18:08:48.714210	0
8	25461	582	1		656	2016-05-01 18:11:53.000000	2016-05-01 18:11:52.511200	0
9	4544486780	400	0		719	2016-05-01 18:12:56.000000	2016-05-01 18:12:55.680764	0
10	4909	600	1		940	2016-05-01 18:16:37.000000	2016-05-01 18:16:36.870514	0
11	4461	403	0		1062	2016-05-01 18:18:39.000000	2016-05-01 18:18:39.000000	0
12	4461	26	1		1063	2016-05-01 18:18:40.000000	2016-05-01 18:18:39.115938	0
13	42440153	238	1		1233	2016-05-01 18:21:30.000000	2016-05-01 18:21:29.035189	0
14	805765092	249	1		1233	2016-05-01 18:21:30.000000	2016-05-01 18:21:29.204987	0
15	3942050712	603	1		1240	2016-05-01 18:21:37.000000	2016-05-01 18:21:36.664602	0
16	27028	462	0		1261	2016-05-01 18:21:58.000000	2016-05-01 18:21:57.249618	0
17	22819	125	1		1334	2016-05-01 18:23:11.000000	2016-05-01 18:23:10.048125	0
18	35121	662	1		1555	2016-05-01 18:26:52.000000	2016-05-01 18:26:51.706197	0
19	35123	496	0		1572	2016-05-01 18:27:09.000000	2016-05-01 18:27:08.134486	0
20	27268	696	1		1712	2016-05-01 18:29:29.000000	2016-05-01 18:29:28.261512	0
21	3977886248	485	0		1892	2016-05-01 18:32:29.000000	2016-05-01 18:32:28.640443	0
22	2639531757	685	1		2075	2016-05-01 18:35:32.000000	2016-05-01 18:35:31.014516	0
23	20633	527	0		2168	2016-05-01 18:37:05.000000	2016-05-01 18:37:04.189719	0
24	21884	121	1		2404	2016-05-01 18:41:01.000000	2016-05-01 18:41:01.000000	0
25	21884	727	1		2405	2016-05-01 18:41:02.000000	2016-05-01 18:41:01.451049	0
26	42428297	750	0		2614	2016-05-01 18:44:31.000000		0
0	42428297	731	0	119.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:52:01.220323	1
1	22838	126	0		57	2016-05-01 17:52:59.000000	2016-05-01 18:02:58.327352	1
2	3539	368	0		205	2016-05-01 18:05:27.000000	2016-05-01 18:05:26.494746	1
3	3585	16	1		240	2016-05-01 18:06:02.000000	2016-05-01 18:06:01.186996	1
4	23428	568	1		334	2016-05-01 18:07:36.000000	2016-05-01 18:09:49.316357	1
5	25285	402	0		405	2016-05-01 18:11:01.000000	2016-05-01 18:11:00.198128	1
6	27238	190	1		490	2016-05-01 18:12:26.000000	2016-05-01 18:12:25.046052	1
7	7826843771	602	1		512	2016-05-01 18:12:48.000000	2016-05-01 18:12:47.014061	1
8	19318	387	0		588	2016-05-01 18:14:04.000000	2016-05-01 18:14:03.525238	1
9	26308	587	1		692	2016-05-01 18:15:48.000000	2016-05-01 18:15:47.621652	1
10	7885	431	0		848	2016-05-01 18:18:24.000000	2016-05-01 18:18:23.909179	1
11	41624	222	1		1023	2016-05-01 18:21:19.000000	2016-05-01 18:21:19.000000	1
12	41624	631	1		1024	2016-05-01 18:21:20.000000	2016-05-01 18:21:19.193959	1
13	27238	457	0		1049	2016-05-01 18:21:45.000000	2016-05-01 18:21:44.863461	1
14	8045	81	1		1161	2016-05-01 18:23:37.000000	2016-05-01 18:23:36.777221	1
15	26302	158	1		1211	2016-05-01 18:24:27.000000	2016-05-01 18:24:26.577701	1
16	26305	160	1		1223	2016-05-01 18:24:39.000000	2016-05-01 18:24:39.000000	1
17	26305	657	1		1224	2016-05-01 18:24:40.000000	2016-05-01 18:24:39.032897	1
