	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	600.0	0	2016-05-01 18:08:28.000000	2016-05-01 18:18:27.073500	0
1	4207952792	442	0		117	2016-05-01 18:20:25.000000	2016-05-01 18:30:24.284870	0
2	20633	527	1		165	2016-05-01 18:31:13.000000	2016-05-01 18:31:12.990999	0
3	9847	517	2		322	2016-05-01 18:33:50.000000	2016-05-01 18:33:49.109878	0
4	27279	642	3		371	2016-05-01 18:34:39.000000	2016-05-01 18:34:38.223872	0
5	27107	717	2		614	2016-05-01 18:38:42.000000	2016-05-01 18:38:41.993219	0
6	21884	727	1		670	2016-05-01 18:39:38.000000	2016-05-01 18:39:37.451049	0
7	42428297	750	0		879	2016-05-01 18:43:07.000000		0
0	42428297	731	0	600.0	0	2016-05-01 18:03:33.000000	2016-05-01 18:13:32.038926	1
1	3607	415	0		81	2016-05-01 18:14:54.000000	2016-05-01 18:24:53.483912	1
2	3977886248	485	1		119	2016-05-01 18:25:32.000000	2016-05-01 18:25:31.640443	1
3	2639531757	685	2		302	2016-05-01 18:28:35.000000	2016-05-01 18:28:34.375466	1
4	5600	615	1		464	2016-05-01 18:31:17.000000	2016-05-01 18:31:16.962911	1
5	11939	507	0		700	2016-05-01 18:35:13.000000	2016-05-01 18:35:12.801369	1
6	32917	707	1		1029	2016-05-01 18:40:42.000000	2016-05-01 18:40:41.299987	1
7	42428297	751	0		1052	2016-05-01 18:41:05.000000		1
0	42428297	732	0	600.0	0	2016-05-01 18:00:29.000000	2016-05-01 18:10:28.876464	2
1	23164	406	0		80	2016-05-01 18:11:49.000000	2016-05-01 18:12:15.115526	2
2	8704367786	433	1		283	2016-05-01 18:15:39.000000	2016-05-01 18:15:38.338399	2
3	5849918504	418	2		561	2016-05-01 18:20:17.000000	2016-05-01 18:20:16.387248	2
4	27276	618	3		683	2016-05-01 18:22:19.000000	2016-05-01 18:22:18.039754	2
5	12409	633	2		828	2016-05-01 18:24:44.000000	2016-05-01 18:24:43.070868	2
6	6814895823	606	1		1115	2016-05-01 18:29:31.000000	2016-05-01 18:29:30.976505	2
7	20635	492	0		1252	2016-05-01 18:31:48.000000	2016-05-01 18:31:47.510412	2
8	6722	513	1		1487	2016-05-01 18:35:43.000000	2016-05-01 18:35:42.148165	2
9	6791	713	2		1550	2016-05-01 18:36:46.000000	2016-05-01 18:36:45.563929	2
10	21054	692	1		1787	2016-05-01 18:40:43.000000	2016-05-01 18:40:42.070245	2
