	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.180118	0
1	6775	33	0		31	2016-05-01 17:50:34.000000	2016-05-01 17:59:03.731351	0
2	6786	272	0		84	2016-05-01 17:59:57.000000	2016-05-01 17:59:56.749317	0
3	6787	36	1		98	2016-05-01 18:00:11.000000	2016-05-01 18:00:10.268813	0
4	9499	53	1		167	2016-05-01 18:01:20.000000	2016-05-01 18:02:01.123262	0
5	4905	217	1		185	2016-05-01 18:02:20.000000	2016-05-01 18:02:19.860868	0
6	4909	18	2		195	2016-05-01 18:02:30.000000	2016-05-01 18:02:29.021706	0
7	4828	14	2		229	2016-05-01 18:03:04.000000	2016-05-01 18:03:03.688261	0
8	6793	252	2		253	2016-05-01 18:03:28.000000	2016-05-01 18:03:27.172650	0
9	6794	39	3		256	2016-05-01 18:03:31.000000	2016-05-01 18:03:30.186113	0
10	6804	40	3		301	2016-05-01 18:04:16.000000	2016-05-01 18:04:16.000000	0
11	6804	317	3		302	2016-05-01 18:04:17.000000	2016-05-01 18:04:16.138981	0
12	3955372899	194	2		397	2016-05-01 18:05:52.000000	2016-05-01 18:05:51.347219	0
13	3942050712	143	3		472	2016-05-01 18:07:07.000000	2016-05-01 18:07:06.507554	0
14	11117	56	3		482	2016-05-01 18:07:17.000000	2016-05-01 18:07:16.177714	0
15	42443807	372	3		507	2016-05-01 18:07:42.000000	2016-05-01 18:07:41.436597	0
16	3942050702	141	2		514	2016-05-01 18:07:49.000000	2016-05-01 18:07:48.044540	0
17	26991	227	2		515	2016-05-01 18:07:50.000000	2016-05-01 18:07:49.504224	0
18	1954	258	3		694	2016-05-01 18:10:49.000000	2016-05-01 18:12:07.086620	0
19	26560	226	4		710	2016-05-01 18:12:24.000000	2016-05-01 18:12:24.000000	0
20	26560	222	5		712	2016-05-01 18:12:26.000000	2016-05-01 18:12:25.289939	0
21	21907	200	6		742	2016-05-01 18:12:56.000000	2016-05-01 18:12:55.597497	0
22	21908	69	7		743	2016-05-01 18:12:57.000000	2016-05-01 18:12:56.085509	0
