	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	0
1	42428297	418	0		0	2016-05-01 17:50:03.000000		0
0	42428297	379	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	1
1	42428297	419	0		0	2016-05-01 17:50:03.000000		1
0	42428297	380	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	2
1	42428297	420	0		0	2016-05-01 17:50:03.000000		2
0	42428297	381	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	3
1	42428297	421	0		0	2016-05-01 17:50:03.000000		3
0	42428297	382	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	4
1	42428297	422	0		0	2016-05-01 17:50:03.000000		4
0	42428297	383	0	346.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:55:48.272205	5
1	11128	197	0		341	2016-05-01 18:01:30.000000	2016-05-01 18:01:29.560371	5
2	27166	297	1		402	2016-05-01 18:02:31.000000	2016-05-01 18:02:30.082540	5
3	42428297	423	0		615	2016-05-01 18:06:04.000000		5
0	42428297	384	0	600.0	0	2016-05-01 17:52:01.000000	2016-05-01 18:02:00.547675	6
1	3539	216	0		206	2016-05-01 18:05:27.000000	2016-05-01 18:05:26.681742	6
2	23428	316	1		336	2016-05-01 18:07:37.000000	2016-05-01 18:07:36.320875	6
3	42428297	424	0		544	2016-05-01 18:11:05.000000		6
0	42428297	385	0	338.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:55:40.356877	7
1	6724	183	0		191	2016-05-01 17:58:52.000000	2016-05-01 17:58:51.685375	7
2	3308681109	283	1		303	2016-05-01 18:00:44.000000	2016-05-01 18:00:43.642158	7
3	6597464530	200	0		682	2016-05-01 18:07:03.000000	2016-05-01 18:07:02.788775	7
4	3955360018	300	1		761	2016-05-01 18:08:22.000000	2016-05-01 18:08:21.865924	7
5	42428297	425	0		998	2016-05-01 18:12:19.000000		7
0	42428297	386	0	599.0	0	2016-05-01 17:50:03.000000	2016-05-01 18:00:01.945803	8
1	1690450548	201	0		166	2016-05-01 18:02:48.000000	2016-05-01 18:02:47.424957	8
2	26308	301	1		300	2016-05-01 18:05:02.000000	2016-05-01 18:05:01.925749	8
3	42428297	426	0		584	2016-05-01 18:09:46.000000		8
0	42428297	387	0	386.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:56:28.148415	9
1	9619	186	0		159	2016-05-01 17:59:08.000000	2016-05-01 17:59:07.603479	9
2	2348991701	286	1		215	2016-05-01 18:00:04.000000	2016-05-01 18:00:03.659543	9
3	3971196627	184	0		451	2016-05-01 18:04:00.000000	2016-05-01 18:03:59.498431	9
4	25273	284	1		483	2016-05-01 18:04:32.000000	2016-05-01 18:04:31.216479	9
5	4782404427	218	0		666	2016-05-01 18:07:35.000000	2016-05-01 18:07:34.066328	9
6	40587	318	1		1183	2016-05-01 18:16:12.000000	2016-05-01 18:16:11.523754	9
7	42428297	427	0		1335	2016-05-01 18:18:44.000000		9
0	42428297	388	0	600.0	0	2016-05-01 17:50:41.000000	2016-05-01 18:00:40.135664	10
1	4850	202	0		157	2016-05-01 18:03:18.000000	2016-05-01 18:03:17.733752	10
2	5235625496	302	1		404	2016-05-01 18:07:25.000000	2016-05-01 18:07:24.838710	10
3	9485	203	0		501	2016-05-01 18:09:02.000000	2016-05-01 18:09:01.667099	10
4	3977886225	303	1		804	2016-05-01 18:14:05.000000	2016-05-01 18:14:04.451220	10
5	42428297	428	0		1053	2016-05-01 18:18:14.000000		10
0	42428297	389	0	376.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:56:18.730178	11
1	29453	182	0		150	2016-05-01 17:58:49.000000	2016-05-01 17:58:48.460582	11
2	27213	282	1		216	2016-05-01 17:59:55.000000	2016-05-01 17:59:54.443139	11
3	3558	181	0		340	2016-05-01 18:01:59.000000	2016-05-01 18:01:58.122470	11
4	7877	281	1		591	2016-05-01 18:06:10.000000	2016-05-01 18:06:09.519143	11
5	5634	227	0		685	2016-05-01 18:07:44.000000	2016-05-01 18:07:43.224968	11
6	4457	327	1		848	2016-05-01 18:10:27.000000	2016-05-01 18:10:26.241738	11
7	42428297	429	0		1062	2016-05-01 18:14:01.000000		11
0	42428297	390	0	404.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:56:46.547216	12
1	561042204	187	0		146	2016-05-01 17:59:13.000000	2016-05-01 17:59:12.333571	12
2	4938	287	1		410	2016-05-01 18:03:37.000000	2016-05-01 18:03:36.126525	12
3	6718	193	0		594	2016-05-01 18:06:41.000000	2016-05-01 18:06:40.200979	12
4	4207957615	293	1		905	2016-05-01 18:11:52.000000	2016-05-01 18:11:51.289627	12
5	42428297	430	0		1142	2016-05-01 18:15:49.000000		12
0	42428297	391	0	358.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:56:00.872896	13
1	9499	180	0		142	2016-05-01 17:58:23.000000	2016-05-01 17:58:22.909398	13
2	9416	280	1		401	2016-05-01 18:02:42.000000	2016-05-01 18:05:51.565907	13
3	6224278786	230	0		485	2016-05-01 18:07:16.000000	2016-05-01 18:07:15.242939	13
4	25461	330	1		762	2016-05-01 18:11:53.000000	2016-05-01 18:11:52.595874	13
5	23225	258	0		1153	2016-05-01 18:18:24.000000	2016-05-01 18:18:23.800358	13
6	5235625496	358	1		1434	2016-05-01 18:23:05.000000	2016-05-01 18:23:04.045325	13
7	42428297	431	0		1629	2016-05-01 18:26:20.000000		13
0	42428297	392	0	600.0	0	2016-05-01 17:50:19.000000	2016-05-01 18:00:18.209900	14
1	4445	199	0		128	2016-05-01 18:02:27.000000	2016-05-01 18:02:26.269036	14
2	21908	299	1		382	2016-05-01 18:06:41.000000	2016-05-01 18:06:40.377871	14
3	1992	233	0		586	2016-05-01 18:10:05.000000	2016-05-01 18:10:04.810559	14
4	8762	333	1		772	2016-05-01 18:13:11.000000	2016-05-01 18:13:10.369904	14
5	4770624001	242	0		983	2016-05-01 18:16:42.000000	2016-05-01 18:16:41.841701	14
6	22819	342	1		1123	2016-05-01 18:19:02.000000	2016-05-01 18:19:01.854489	14
7	42428297	432	0		1384	2016-05-01 18:23:23.000000		14
0	42428297	393	0	600.0	0	2016-05-01 17:58:08.000000	2016-05-01 18:08:07.582979	15
1	21047	246	0		126	2016-05-01 18:10:14.000000	2016-05-01 18:10:13.800389	15
2	23110	346	1		340	2016-05-01 18:13:48.000000	2016-05-01 18:13:47.833975	15
3	42428297	433	0		558	2016-05-01 18:17:26.000000		15
0	42428297	394	0	600.0	0	2016-05-01 17:53:10.000000	2016-05-01 18:03:09.042795	16
1	15769	211	0		102	2016-05-01 18:04:52.000000	2016-05-01 18:04:51.849352	16
2	7788529741	311	1		233	2016-05-01 18:07:03.000000	2016-05-01 18:07:02.158322	16
3	19317	222	0		496	2016-05-01 18:11:26.000000	2016-05-01 18:11:25.410762	16
4	5235625496	322	1		595	2016-05-01 18:13:05.000000	2016-05-01 18:13:04.670219	16
5	100522739	234	0		715	2016-05-01 18:15:05.000000	2016-05-01 18:15:04.828706	16
6	6753	334	1		948	2016-05-01 18:18:58.000000	2016-05-01 18:18:57.151645	16
7	42428297	434	0		991	2016-05-01 18:19:41.000000		16
0	42428297	395	0	600.0	0	2016-05-01 17:52:16.000000	2016-05-01 18:02:15.470859	17
1	42439996	208	0		100	2016-05-01 18:03:56.000000	2016-05-01 18:03:55.447530	17
2	4631139783	308	1		305	2016-05-01 18:07:21.000000	2016-05-01 18:07:20.418673	17
3	6224277860	228	0		532	2016-05-01 18:11:08.000000	2016-05-01 18:11:07.416388	17
4	3308681104	328	1		923	2016-05-01 18:17:39.000000	2016-05-01 18:17:38.220079	17
5	42428297	435	0		1195	2016-05-01 18:22:11.000000		17
0	42428297	396	0	600.0	0	2016-05-01 17:59:23.000000	2016-05-01 18:09:22.143714	18
1	25285	250	0		98	2016-05-01 18:11:01.000000	2016-05-01 18:11:00.244180	18
2	7826843771	350	1		206	2016-05-01 18:12:49.000000	2016-05-01 18:12:48.014061	18
3	19318	235	0		282	2016-05-01 18:14:05.000000	2016-05-01 18:14:04.525238	18
4	26308	335	1		386	2016-05-01 18:15:49.000000	2016-05-01 18:15:48.925749	18
5	42428297	436	0		670	2016-05-01 18:20:33.000000		18
0	42428297	397	0	600.0	0	2016-05-01 17:53:16.000000	2016-05-01 18:03:15.504858	19
1	25273	209	0		91	2016-05-01 18:04:47.000000	2016-05-01 18:04:46.193814	19
2	6723	309	1		365	2016-05-01 18:09:21.000000	2016-05-01 18:09:20.102683	19
3	30026	215	0		506	2016-05-01 18:11:42.000000	2016-05-01 18:11:41.559308	19
4	23196	315	1		835	2016-05-01 18:17:11.000000	2016-05-01 18:17:10.823724	19
5	42428297	437	0		1091	2016-05-01 18:21:27.000000		19
0	42428297	398	0	512.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:34.765026	20
1	27051	192	0		86	2016-05-01 18:00:01.000000	2016-05-01 18:00:00.672422	20
2	26967	292	1		292	2016-05-01 18:03:27.000000	2016-05-01 18:09:49.265683	20
3	4794775937	249	0		331	2016-05-01 18:10:29.000000	2016-05-01 18:10:28.816759	20
4	3463813444	349	1		533	2016-05-01 18:13:51.000000	2016-05-01 18:13:50.122085	20
5	25245	251	0		738	2016-05-01 18:17:16.000000	2016-05-01 18:17:15.905239	20
6	3705	351	1		1018	2016-05-01 18:21:56.000000	2016-05-01 18:21:55.582711	20
7	42428297	438	0		1446	2016-05-01 18:29:04.000000		20
0	42428297	399	0	600.0	0	2016-05-01 17:57:55.000000	2016-05-01 18:07:54.902810	21
1	42432580	239	0		85	2016-05-01 18:09:20.000000	2016-05-01 18:09:19.073639	21
2	3997454663	339	1		193	2016-05-01 18:11:08.000000	2016-05-01 18:11:07.215971	21
3	27077	241	0		233	2016-05-01 18:11:48.000000	2016-05-01 18:11:47.932472	21
4	6787	341	1		518	2016-05-01 18:16:33.000000	2016-05-01 18:16:32.584232	21
5	42428297	439	0		705	2016-05-01 18:19:40.000000		21
0	42428297	400	0	600.0	0	2016-05-01 17:53:39.000000	2016-05-01 18:03:38.298724	22
1	3955372899	214	0		85	2016-05-01 18:05:04.000000	2016-05-01 18:05:03.553560	22
2	2351532382	314	1		361	2016-05-01 18:09:40.000000	2016-05-01 18:09:39.066843	22
3	37531	229	0		441	2016-05-01 18:11:00.000000	2016-05-01 18:10:59.295069	22
4	6755	329	1		597	2016-05-01 18:13:36.000000	2016-05-01 18:13:35.472966	22
5	6772	226	0		600	2016-05-01 18:13:39.000000	2016-05-01 18:13:38.710629	22
6	4851	326	1		737	2016-05-01 18:15:56.000000	2016-05-01 18:15:55.993670	22
7	4782404427	273	0		757	2016-05-01 18:16:16.000000	2016-05-01 18:16:15.993876	22
8	8714998591	373	1		1331	2016-05-01 18:25:50.000000	2016-05-01 18:25:49.742367	22
9	42428297	440	0		1675	2016-05-01 18:31:34.000000		22
0	42428297	401	0	600.0	0	2016-05-01 18:00:23.000000	2016-05-01 18:10:22.526985	23
1	27121	253	0		84	2016-05-01 18:11:47.000000	2016-05-01 18:11:46.751913	23
2	27031	353	1		115	2016-05-01 18:12:18.000000	2016-05-01 18:12:17.273781	23
3	8052	232	0		205	2016-05-01 18:13:48.000000	2016-05-01 18:13:47.558644	23
4	6789	332	1		381	2016-05-01 18:16:44.000000	2016-05-01 18:16:43.254985	23
5	4461	252	0		482	2016-05-01 18:18:25.000000	2016-05-01 18:18:24.356115	23
6	3942050712	352	1		662	2016-05-01 18:21:25.000000	2016-05-01 18:21:24.797393	23
7	42428297	441	0		899	2016-05-01 18:25:22.000000		23
0	42428297	402	0	515.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:37.504014	24
1	4936	190	0		73	2016-05-01 17:59:51.000000	2016-05-01 17:59:50.605162	24
2	37532	290	1		269	2016-05-01 18:03:07.000000	2016-05-01 18:03:06.655518	24
3	26561	207	0		317	2016-05-01 18:03:55.000000	2016-05-01 18:03:54.340419	24
4	42430342	307	1		424	2016-05-01 18:05:42.000000	2016-05-01 18:05:41.337964	24
5	25283	196	0		451	2016-05-01 18:06:09.000000	2016-05-01 18:06:08.848302	24
6	3530	296	1		825	2016-05-01 18:12:23.000000	2016-05-01 18:13:01.479856	24
