	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	599.0	0	2016-05-01 17:50:03.000000	2016-05-01 18:00:01.945803	0
1	1690450548	201	0		166	2016-05-01 18:02:48.000000	2016-05-01 18:02:47.236286	0
2	9485	203	1		334	2016-05-01 18:05:36.000000	2016-05-01 18:05:35.554056	0
3	6772	226	2		476	2016-05-01 18:07:58.000000	2016-05-01 18:07:57.710629	0
4	4851	326	3		613	2016-05-01 18:10:15.000000	2016-05-01 18:10:14.227579	0
5	3977886225	303	2		915	2016-05-01 18:15:17.000000	2016-05-01 18:15:16.433277	0
6	26308	301	1		1031	2016-05-01 18:17:13.000000	2016-05-01 18:17:12.925749	0
7	42428297	398	0		1315	2016-05-01 18:21:57.000000		0
0	42428297	379	0	600.0	0	2016-05-01 17:55:57.000000	2016-05-01 18:05:56.633577	1
1	19318	235	0		144	2016-05-01 18:08:21.000000	2016-05-01 18:08:20.967985	1
2	100522739	234	1		261	2016-05-01 18:10:18.000000	2016-05-01 18:10:17.936371	1
3	1992	233	2		448	2016-05-01 18:13:25.000000	2016-05-01 18:13:24.186791	1
4	40587	236	3		549	2016-05-01 18:15:06.000000	2016-05-01 18:15:05.307903	1
5	21907	336	4		726	2016-05-01 18:18:03.000000	2016-05-01 18:18:02.731827	1
6	8762	333	3		950	2016-05-01 18:21:47.000000	2016-05-01 18:21:46.028199	1
7	6753	334	2		1138	2016-05-01 18:24:55.000000	2016-05-01 18:24:54.623506	1
8	26308	335	1		1294	2016-05-01 18:27:31.000000	2016-05-01 18:27:30.925749	1
9	42428297	399	0		1578	2016-05-01 18:32:15.000000		1
0	42428297	380	0	404.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:56:46.547216	2
1	561042204	187	0		146	2016-05-01 17:59:13.000000	2016-05-01 18:02:03.040441	2
2	26559	204	1		237	2016-05-01 18:03:35.000000	2016-05-01 18:06:57.674070	2
3	6224277860	228	2		246	2016-05-01 18:07:07.000000	2016-05-01 18:07:06.962331	2
4	6224278786	230	3		274	2016-05-01 18:07:35.000000	2016-05-01 18:07:34.680827	2
5	6722	210	4		493	2016-05-01 18:11:14.000000	2016-05-01 18:11:13.739489	2
6	6210777836	310	5		544	2016-05-01 18:12:05.000000	2016-05-01 18:12:04.695195	2
7	4938	287	4		606	2016-05-01 18:13:07.000000	2016-05-01 18:13:06.833593	2
