rowid	ta	tb	xa_lon	xa_lat	xb_lon	xb_lat	n	distance	duration	table_name	xa	xb	twa	twb	ia	ib	quickest_time	quickest_path	iv	iv_ta	iv_tb
295451	2016-05-01 18:15:52	2016-05-01 18:18:57	-73.9861831665039	40.75921630859375	-73.98182678222656	40.75732421875	1	482.80199999999996	185.0	yellow_tripdata_2016-05	(40.75921630859375, -73.9861831665039)	(40.75732421875, -73.98182678222656)	(Timestamp('2016-05-01 18:13:52'), Timestamp('2016-05-01 18:20:52'))	(Timestamp('2016-05-01 18:13:52'), Timestamp('2016-05-01 18:28:57'))	3573482142	22838	706.4491791047241	(3573482142, 25461, 25462, 5522182776, 32917, 6597429952, 2435108434, 42428300, 2435108450, 4578044147, 42439990, 6598535188, 5475605303, 29875, 29876, 4707407261, 42428297, 6597464486, 27144, 27145, 27146, 3974095829, 42439984, 3974095826, 27141, 27142, 27143, 3974095825, 42439981, 3974095823, 27130, 27131, 27132, 3974095821, 42437363, 6597464530, 9491, 9492, 9493, 42439972, 9489, 9490, 5475605304, 9480, 42439968, 9481, 9482, 9483, 9484, 6597473554, 42428277, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 42430324, 3510, 3511, 3512, 42430329, 3515, 3516, 3517, 8375523268, 42430333, 8375523266, 1751440889, 3531, 3532, 3533, 42430338, 3521, 3522, 3523, 42430342, 3534, 3535, 3536, 42430344, 3541, 3542, 3543, 3944708054, 42430347, 3944708055, 22838)	6.0	2016-05-01 18:16:31.079248	2016-05-01 18:28:19
294609	2016-05-01 18:12:17	2016-05-01 18:20:11	-73.9845199584961	40.76071166992188	-73.98567962646483	40.75722885131836	1	321.868	474.00000000000006	yellow_tripdata_2016-05	(40.76071166992188, -73.9845199584961)	(40.75722885131836, -73.98567962646483)	(Timestamp('2016-05-01 18:10:17'), Timestamp('2016-05-01 18:17:17'))	(Timestamp('2016-05-01 18:10:17'), Timestamp('2016-05-01 18:30:11'))	2435108444	6598535230	209.86023359784792	(2435108444, 23198, 23199, 23200, 2435108460, 42428305, 4322008118, 9507, 9508, 42439996, 9497, 9498, 9499, 42439994, 6598535157, 35130, 35131, 35132, 6598535159, 42439990, 6598535188, 5475605303, 29875, 29876, 4707407261, 42428297, 6597464486, 27144, 27145, 27146, 3974095829, 42439984, 6596799561, 3974095827, 42428294, 6598535230)	0.0	2016-05-01 18:16:14.155795	2016-05-01 18:24:32
293516	2016-05-01 18:08:29	2016-05-01 18:16:23	-73.97787475585938	40.75229644775391	-73.99126434326173	40.75027847290039	1	1770.2740000000001	474.00000000000006	yellow_tripdata_2016-05	(40.75229644775391, -73.97787475585938)	(40.75027847290039, -73.99126434326173)	(Timestamp('2016-05-01 18:06:29'), Timestamp('2016-05-01 18:13:29'))	(Timestamp('2016-05-01 18:06:29'), Timestamp('2016-05-01 18:26:23'))	19317	5235625496	733.6599047407683	(19317, 19318, 3955360018, 42443804, 3955360019, 27076, 27075, 27074, 3955360021, 42445916, 3955360025, 27077, 27078, 27079, 4960516271, 3944708029, 42445917, 3944708030, 26992, 26993, 26994, 26995, 26996, 26997, 3942050703, 42454428, 3942050704, 21892, 21893, 21894, 21895, 21896, 21897, 21898, 1751440888, 3524, 3525, 3526, 3527, 3528, 3529, 3530, 42430338, 6598535224, 21903, 21904, 21905, 21906, 21907, 21908, 1752946328, 21909, 8396878498, 29571, 29572, 4578017557, 42428291, 4578017558, 6596799557, 42439981, 3974095823, 27130, 27131, 27132, 3974095821, 42437363, 6597464530, 9491, 9492, 9493, 42439972, 9489, 9490, 5475605304, 9480, 42439968, 9472, 9473, 9474, 42439964, 6705, 6706, 6707, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 42435654, 6718, 6719, 6720, 6721, 5492236420, 32862, 32863, 32864, 32865, 32866, 32867, 32868, 32869, 32870, 8288270375, 2351527463, 42444985, 8288270378, 40586, 40587, 40588, 8288270384, 42433625, 8288270385, 28540, 28541, 4207913309, 8288270359, 4491359481, 8288270360, 40583, 40584, 40585, 8288270452, 42444964, 2351527464, 8288270450, 40595, 40596, 8657749388, 5175213312, 31253, 31254, 31255, 31256, 31257, 31258, 31259, 31260, 8660596976, 6211484436, 42435646, 8660596952, 25973, 25974, 25975, 25976, 3769557283, 9433, 9434, 9435, 9436, 9437, 9438, 9439, 9440, 9441, 42439955, 9414, 9415, 9416, 42439952, 8037, 8038, 8039, 8040, 42437654, 7782217024, 37531, 37532, 37533, 7590955909, 4461990857, 5235625496)	1.0	2016-05-01 18:06:28.155146	2016-05-01 18:24:52
294063	2016-05-01 18:09:11	2016-05-01 18:14:38	-73.99080657958984	40.75085067749024	-73.9893798828125	40.757774353027344	1	1142.6314	327.0	yellow_tripdata_2016-05	(40.75085067749024, -73.99080657958984)	(40.757774353027344, -73.9893798828125)	(Timestamp('2016-05-01 18:07:11'), Timestamp('2016-05-01 18:14:11'))	(Timestamp('2016-05-01 18:07:11'), Timestamp('2016-05-01 18:24:38'))	37531	6755	749.1702025037791	(37531, 37532, 37533, 7590955909, 4461990857, 4631139783, 26308, 26309, 26310, 26311, 26312, 3799572065, 26307, 26306, 4599496692, 29702, 29701, 4599495884, 26314, 26313, 3799572066, 8567304864, 8567304866, 37969, 37970, 37971, 37972, 37973, 37974, 7699762580, 4443775465, 6211484432, 7699762581, 7167585630, 2308965779, 7167585627, 23752, 23753, 23754, 23755, 23756, 23757, 23758, 23759, 23760, 23761, 3004844986, 8262309042, 4557517549, 8262309046, 20045, 20046, 593973909, 18348, 18349, 18350, 18351, 427840998, 7502121831, 18346, 18345, 18344, 18343, 18342, 18341, 427840994, 18340, 4604283240, 18339, 427840991, 427840990, 427840989, 8261123364, 427840988, 427840987, 427840986, 427840984, 427840983, 427840982, 427840981, 427840980, 427840979, 18338, 427840977, 18337, 427840975, 427840974, 427840973, 18336, 427840972, 18333, 427840971, 18334, 18335, 3480679963, 18332, 427840967, 1695371079, 427840966, 427840965, 593984747, 593984748, 593984749, 593984750, 427841023, 1701920958, 427841021, 1701920966, 427841020, 427841019, 427841018, 427841017, 18354, 18353, 427841016, 427841015, 427841014, 427841013, 427841012, 18352, 427841011, 593984765, 20062, 593984766, 20063, 20064, 593984767, 593984768, 593984769, 593988918, 593988919, 593988920, 42424773, 804, 805, 42424789, 8288270428, 593977715, 4604291692, 4604291690, 4604290488, 29762, 7903850299, 42434434, 7903850301, 6243, 6244, 6245, 42434439, 6242, 6241, 6240, 6239, 6238, 6237, 42437368, 2351532382, 8750636592, 33513, 33514, 33515, 33516, 33517, 5858721092, 33512, 33511, 6353650679, 34967, 7095733937, 6761, 6762, 42435663, 6752, 6753, 6754, 6755)	3.0	2016-05-01 18:09:39.020167	2016-05-01 18:22:10
292506	2016-05-01 18:08:02	2016-05-01 18:18:26	-73.97823333740233	40.762168884277344	-73.98699951171875	40.765239715576165	1	1287.472	624.0	yellow_tripdata_2016-05	(40.762168884277344, -73.97823333740233)	(40.765239715576165, -73.98699951171875)	(Timestamp('2016-05-01 18:06:02'), Timestamp('2016-05-01 18:13:02'))	(Timestamp('2016-05-01 18:06:02'), Timestamp('2016-05-01 18:28:26'))	4544486780	23121	975.1506185431082	(4544486780, 27249, 27250, 27251, 27252, 27253, 27254, 27255, 27256, 27257, 27258, 27259, 27260, 27261, 3977886858, 42450426, 3977886255, 12163, 12164, 12165, 12166, 12167, 12168, 12169, 42445936, 3977886249, 27241, 27242, 4207952793, 27246, 3977886253, 42445941, 9839, 9840, 9841, 9842, 9843, 9844, 9845, 42440951, 9846, 9847, 9848, 9849, 9850, 9851, 9852, 9853, 9854, 9855, 9856, 9857, 9858, 9859, 3971302314, 42430375, 3585, 7917202635, 3598, 3599, 42430378, 3586, 3587, 3588, 3589, 42430384, 3607, 3606, 5402554392, 26962, 26963, 26964, 26965, 26966, 26967, 3932923797, 9518, 9517, 9516, 9515, 9514, 42440022, 9521, 4794775932, 4794775935, 23427, 2653473655, 23431, 23430, 23429, 23428, 8785244287, 6456258924, 42428329, 8785244291, 41971, 41972, 41973, 8785244272, 42428328, 8785244279, 25278, 25279, 25280, 3463816119, 42428321, 3463816116, 25269, 25270, 25271, 8785244254, 42428315, 8785244261, 41968, 41969, 41970, 8785244242, 42428313, 8785244252, 6811, 6812, 6813, 6814, 6815, 6816, 6817, 6818, 42435705, 6210777832, 23111, 23112, 23113, 23114, 23115, 23116, 23117, 23118, 23119, 23120, 23121)	2.0	2016-05-01 18:10:23	2016-05-01 18:28:04
296091	2016-05-01 18:16:31	2016-05-01 18:23:34	-73.97796630859375	40.752437591552734	-73.99018096923827	40.751712799072266	1	1512.7795999999998	423.0	yellow_tripdata_2016-05	(40.752437591552734, -73.97796630859375)	(40.751712799072266, -73.99018096923827)	(Timestamp('2016-05-01 18:14:31'), Timestamp('2016-05-01 18:21:31'))	(Timestamp('2016-05-01 18:14:31'), Timestamp('2016-05-01 18:33:34'))	100521728	42439952	468.0124659741551	(100521728, 15769, 100521835, 1690449004, 100521834, 8122411163, 1690448976, 100521831, 15770, 15771, 15772, 15773, 15774, 100522479, 15775, 15776, 3639382766, 3639382767, 561042199, 8122411167, 19315, 19316, 561042202, 14747, 14748, 14749, 14750, 14751, 42459051, 1690448997, 595142277, 3786901755, 1690449001, 3786901756, 100522739, 15795, 100522737, 100522736, 3786902257, 1690448974, 3786902258, 1690450548, 3842775636, 3842775634, 3842775640, 26495, 3842775641, 3842775633, 26489, 7520841184, 26490, 26491, 26492, 26493, 26494, 3842775635, 42444047, 6819525295, 6819525294, 420591230, 18300, 420591228, 11277, 11278, 42443810, 11267, 11268, 11269, 11270, 42443807, 11273, 11272, 11271, 3639382769, 12129, 12130, 12131, 12132, 42445917, 3944708030, 26992, 26993, 26994, 26995, 26996, 26997, 3942050703, 42454428, 3942050704, 21892, 21893, 21894, 21895, 21896, 21897, 21898, 1751440888, 3524, 3525, 3526, 3527, 3528, 3529, 3530, 42430338, 6598535224, 21903, 21904, 21905, 21906, 21907, 21908, 1752946328, 21909, 8396878498, 29571, 29572, 4578017557, 42428291, 4578017558, 6596799557, 42439981, 3974095823, 27130, 27131, 27132, 3974095821, 42437363, 6597464530, 9491, 9492, 9493, 42439972, 9489, 9490, 5475605304, 9480, 42439968, 9472, 9473, 9474, 42439964, 6705, 6706, 6707, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 42435654, 6718, 6719, 6720, 6721, 5492236420, 32862, 32863, 32864, 32865, 32866, 32867, 32868, 32869, 32870, 8288270375, 2351527463, 42444985, 8288270378, 40586, 40587, 40588, 8288270384, 42433625, 8288270385, 28540, 28541, 4207913309, 8288270359, 4491359481, 8288270360, 40583, 40584, 40585, 8288270452, 42444964, 2351527464, 8288270450, 40595, 40596, 8657749388, 5175213312, 31253, 31254, 31255, 31256, 31257, 31258, 31259, 31260, 8660596976, 6211484436, 42435646, 8660596952, 25973, 25974, 25975, 25976, 3769557283, 9433, 9434, 9435, 9436, 9437, 9438, 9439, 9440, 9441, 42439955, 9414, 9415, 9416, 42439952)			
290362	2016-05-01 18:05:48	2016-05-01 18:15:21	-73.98081970214844	40.75376129150391	-73.98983001708984	40.76150131225586	1	1931.2079999999999	573.0	yellow_tripdata_2016-05	(40.75376129150391, -73.98081970214844)	(40.76150131225586, -73.98983001708984)	(Timestamp('2016-05-01 18:03:48'), Timestamp('2016-05-01 18:10:48'))	(Timestamp('2016-05-01 18:03:48'), Timestamp('2016-05-01 18:25:21'))	26991	34311	366.9118882978734	(26991, 3942050701, 42437358, 3942050698, 26981, 26982, 26983, 7826843770, 42432436, 4625652083, 29786, 29787, 29788, 4625653591, 5178688283, 42446488, 4625652087, 11951, 11952, 11953, 42445649, 11939, 11940, 11941, 11942, 11943, 1747650043, 3495, 3496, 3497, 3498, 3499, 3500, 3501, 3502, 3503, 42430320, 3492, 3493, 3494, 42430324, 3510, 3511, 3512, 42430329, 3515, 3516, 3517, 8375523268, 42430333, 8375523266, 1751440889, 3531, 3532, 3533, 42430338, 6598535224, 21903, 21904, 21905, 21906, 21907, 21908, 1752946328, 21909, 8396878498, 29571, 29572, 4578017557, 42428291, 4578017558, 6596799557, 42439981, 3974095823, 27130, 27131, 27132, 3974095821, 42437363, 6597464530, 9491, 9492, 9493, 42439972, 9489, 9490, 5475605304, 9480, 42439968, 9472, 9473, 9474, 42439964, 6705, 6706, 6707, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 42435654, 1758008333, 6738, 6739, 6740, 42435657, 6722, 6723, 6724, 42435660, 6741, 4207957613, 6750, 6751, 42435663, 6752, 6753, 6754, 6755, 5849918504, 6770, 6771, 6772, 42435671, 4914, 4915, 4916, 42432700, 4917, 4918, 5849918503, 23203, 2435108451, 42435675, 2435108457, 6776, 6777, 6778, 42435677, 6210777836, 34300, 34301, 34302, 34303, 34304, 34305, 34306, 34307, 34308, 34309, 34310, 34311)	1.0	2016-05-01 18:06:56.593232	2016-05-01 18:14:52
294833	2016-05-01 18:15:33	2016-05-01 18:18:57	-73.9783706665039	40.75396728515625	-73.98414611816406	40.76005172729492	1	1126.5379999999998	204.0	yellow_tripdata_2016-05	(40.75396728515625, -73.9783706665039)	(40.76005172729492, -73.98414611816406)	(Timestamp('2016-05-01 18:13:33'), Timestamp('2016-05-01 18:20:33'))	(Timestamp('2016-05-01 18:13:33'), Timestamp('2016-05-01 18:28:57'))	3944708032	9506	393.47424432380564	(3944708032, 42445920, 3944708034, 27027, 4202958491, 27028, 3944708035, 42444043, 3944708037, 27029, 27030, 4960516273, 3944708038, 42434074, 3944708041, 27038, 4207952790, 12144, 42445924, 12133, 12134, 12135, 12136, 42445926, 12154, 12155, 8746225219, 38413, 7788529720, 42438881, 7788529741, 30580, 30581, 4960516275, 3977886217, 42445928, 3977886221, 27211, 8714998591, 28580, 4207952791, 9722, 42440453, 9725, 9726, 9727, 9728, 5475605300, 27216, 27217, 3977886233, 42440452, 3977886232, 27213, 27214, 27215, 3977886226, 42440153, 9617, 3977886222, 805765088, 6814895832, 6814895829, 805765092, 21063, 3955372902, 42432580, 4827, 3955372899, 27050, 27051, 3944708057, 42443528, 3944708052, 27045, 27046, 27047, 3944708051, 42452353, 3944708050, 3544, 3545, 3546, 3547, 3548, 3549, 3550, 3551, 3552, 3553, 3554, 3555, 3556, 3557, 3558, 42430350, 3562, 3971196607, 27097, 27098, 3971196618, 42430352, 3563, 3564, 3565, 3971196622, 42430356, 3971196623, 27106, 4782506031, 27107, 27108, 27109, 3971196624, 21879, 21880, 1745991212, 21881, 21882, 21883, 21884, 4782363332, 42432585, 2435108458, 9504, 9505, 9506)	7.0	2016-05-01 18:15:38.319981	2016-05-01 18:23:27
293415	2016-05-01 18:04:48	2016-05-01 18:12:08	-73.9769287109375	40.7520637512207	-73.99127197265625	40.75042724609375	1	1770.2740000000001	440.0	yellow_tripdata_2016-05	(40.7520637512207, -73.9769287109375)	(40.75042724609375, -73.99127197265625)	(Timestamp('2016-05-01 18:02:48'), Timestamp('2016-05-01 18:09:48'))	(Timestamp('2016-05-01 18:02:48'), Timestamp('2016-05-01 18:22:08'))	1690450548	26308	769.6447976415923	(1690450548, 3842775636, 3842775634, 3842775640, 26495, 3842775641, 3842775633, 26489, 7520841184, 26490, 26491, 26492, 26493, 26494, 3842775635, 42444047, 6819525295, 6819525294, 420591230, 18300, 420591228, 11277, 11278, 42443810, 11267, 11268, 11269, 11270, 42443807, 11273, 11272, 11271, 3639382769, 12129, 12130, 12131, 12132, 42445917, 3944708030, 26992, 26993, 26994, 26995, 26996, 26997, 3942050703, 42454428, 3942050704, 21892, 21893, 21894, 21895, 21896, 21897, 21898, 1751440888, 3524, 3525, 3526, 3527, 3528, 3529, 3530, 42430338, 6598535224, 21903, 21904, 21905, 21906, 21907, 21908, 1752946328, 21909, 8396878498, 29571, 29572, 4578017557, 42428291, 4578017558, 6596799557, 42439981, 3974095823, 27130, 27131, 27132, 3974095821, 42437363, 6597464530, 9491, 9492, 9493, 42439972, 9489, 9490, 5475605304, 9480, 42439968, 9472, 9473, 9474, 42439964, 6705, 6706, 6707, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 42435654, 6718, 6719, 6720, 6721, 5492236420, 32862, 32863, 32864, 32865, 32866, 32867, 32868, 32869, 32870, 8288270375, 2351527463, 42444985, 8288270378, 40586, 40587, 40588, 8288270384, 42433625, 8288270385, 28540, 28541, 4207913309, 8288270359, 4491359481, 8288270360, 40583, 40584, 40585, 8288270452, 42444964, 2351527464, 8288270450, 40595, 40596, 8657749388, 5175213312, 31253, 31254, 31255, 31256, 31257, 31258, 31259, 31260, 8660596976, 6211484436, 42435646, 8660596952, 25973, 25974, 25975, 25976, 3769557283, 9433, 9434, 9435, 9436, 9437, 9438, 9439, 9440, 9441, 42439955, 9414, 9415, 9416, 42439952, 8037, 8038, 8039, 8040, 42437654, 7782217024, 37531, 37532, 37533, 7590955909, 4461990857, 4631139783, 26308)			
293636	2016-05-01 18:08:40	2016-05-01 18:15:22	-73.99197387695312	40.764347076416016	-73.99533081054686	40.75548553466797	1	1287.472	402.0	yellow_tripdata_2016-05	(40.764347076416016, -73.99197387695312)	(40.75548553466797, -73.99533081054686)	(Timestamp('2016-05-01 18:06:40'), Timestamp('2016-05-01 18:13:40'))	(Timestamp('2016-05-01 18:06:40'), Timestamp('2016-05-01 18:25:22'))	4851	18389	425.64638920409425	(4851, 4852, 42440170, 9618, 9619, 9620, 42454042, 14162, 14163, 42454046, 6863266396, 20119, 595269418, 6895152830, 3770, 3771, 3772, 3773, 3774, 3775, 3776, 3777, 42430707, 3764, 4207854748, 4207854747, 3759, 42430704, 3742, 3743, 3744, 42430698, 3745, 2956903775, 4207854746, 4207854745, 3741, 42430694, 3702, 3703, 3704, 42430691, 3690, 3691, 3692, 42430688, 3693, 3694, 3695, 3998783964, 42430685, 3998783962, 3687, 3688, 3689, 42430680, 3658, 3659, 3660, 42430677, 3677, 7280430895, 32991, 5542715078, 42430673, 5542715075, 3647, 3648, 3649, 42430669, 3652, 6863958500, 35808, 35809, 8261122955, 42430664, 8288270554, 40597, 40598, 40599, 8288270549, 593839894, 8288270550, 40147, 40148, 40149, 8261122946, 42430651, 8261122945, 5890772455, 33613, 5890772454, 19944, 19945, 19946, 593915211, 19943, 593915213, 19947, 8318644137, 40592, 40593, 40594, 8288270403, 42433644, 8288270400, 35848, 35849, 35850, 35851, 6878240308, 18395, 427842145, 18394, 427842144, 18392, 18393, 427842143, 18390, 427842142, 18391, 8288270386, 42433625, 8288270385, 28540, 28541, 4207913309, 8288270359, 4491359481, 8288270362, 18388, 18389)	5.0	2016-05-01 18:13:16	2016-05-01 18:20:25
