	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.093956	0
1	4905	32	0		5	2016-05-01 17:50:08.000000	2016-05-01 17:50:07.819164	0
2	4909	33	0		15	2016-05-01 17:50:18.000000	2016-05-01 17:50:17.012146	0
3	23097	127	0		46	2016-05-01 17:50:49.000000	2016-05-01 17:50:48.386767	0
4	4926	34	0		154	2016-05-01 17:52:37.000000	2016-05-01 17:52:36.666558	0
5	4458	25	0		438	2016-05-01 17:57:21.000000	2016-05-01 17:57:20.007731	0
6	30063	204	0		504	2016-05-01 17:58:27.000000	2016-05-01 17:58:26.232787	0
7	29453	200	0		529	2016-05-01 17:58:52.000000	2016-05-01 17:58:52.000000	0
8	29453	334	0		530	2016-05-01 17:58:53.000000	2016-05-01 17:58:52.101489	0
9	42436700	233	1		591	2016-05-01 17:59:54.000000	2016-05-01 17:59:53.359093	0
10	27213	534	1		595	2016-05-01 17:59:58.000000	2016-05-01 17:59:57.142163	0
11	27051	344	0		600	2016-05-01 18:00:03.000000	2016-05-01 18:00:02.300977	0
12	3558	14	1		719	2016-05-01 18:02:02.000000	2016-05-01 18:02:01.352349	0
13	27124	180	1		739	2016-05-01 18:02:22.000000	2016-05-01 18:02:21.019097	0
14	26967	544	1		804	2016-05-01 18:03:27.000000	2016-05-01 18:03:26.923027	0
15	3606	17	0		832	2016-05-01 18:03:55.000000	2016-05-01 18:04:28.033709	0
16	3955372899	366	0		867	2016-05-01 18:05:04.000000	2016-05-01 18:05:03.242197	0
17	3942050705	269	1		876	2016-05-01 18:05:13.000000	2016-05-01 18:05:12.121920	0
18	8045	81	1		971	2016-05-01 18:06:48.000000	2016-05-01 18:06:47.777221	0
19	26302	158	1		1021	2016-05-01 18:07:38.000000	2016-05-01 18:07:37.577701	0
20	26305	160	1		1033	2016-05-01 18:07:50.000000	2016-05-01 18:07:49.032897	0
21	26303	159	1		1044	2016-05-01 18:08:01.000000	2016-05-01 18:08:00.028557	0
22	6239	43	1		1143	2016-05-01 18:09:40.000000	2016-05-01 18:09:39.291581	0
23	2351532382	253	1		1159	2016-05-01 18:09:56.000000	2016-05-01 18:09:56.000000	0
24	2351532382	566	1		1160	2016-05-01 18:09:57.000000	2016-05-01 18:09:56.066843	0
25	37531	381	0		1240	2016-05-01 18:11:17.000000	2016-05-01 18:11:16.090571	0
26	5235625496	304	1		1242	2016-05-01 18:11:19.000000	2016-05-01 18:11:18.099164	0
27	26560	164	1		1285	2016-05-01 18:12:02.000000	2016-05-01 18:12:01.105334	0
28	6755	581	1		1394	2016-05-01 18:13:51.000000	2016-05-01 18:13:50.308817	0
29	42436700	430	0		1480	2016-05-01 18:15:17.000000	2016-05-01 18:15:16.359093	0
30	27213	188	1		1484	2016-05-01 18:15:21.000000	2016-05-01 18:15:20.279948	0
31	42432580	229	1		1486	2016-05-01 18:15:23.000000	2016-05-01 18:15:22.395914	0
32	3955372899	276	1		1486	2016-05-01 18:15:23.000000	2016-05-01 18:15:22.281741	0
33	3944708048	272	1		1488	2016-05-01 18:15:25.000000	2016-05-01 18:15:24.096119	0
34	11117	96	1		1491	2016-05-01 18:15:28.000000	2016-05-01 18:15:27.547870	0
35	3942050702	630	1		1494	2016-05-01 18:15:31.000000	2016-05-01 18:15:30.048083	0
36	3517	438	0		1588	2016-05-01 18:17:05.000000	2016-05-01 18:17:04.074522	0
37	19317	638	1		1676	2016-05-01 18:18:33.000000	2016-05-01 18:18:32.677257	0
