	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	13.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:15.862697	0
1	30026	66	0		305	2016-05-01 17:55:21.000000	2016-05-01 18:05:21.000000	0
2	30026	163	0		306	2016-05-01 18:05:22.000000	2016-05-01 18:05:21.837910	0
3	23225	48	1		648	2016-05-01 18:11:04.000000	2016-05-01 18:11:03.068293	0
4	23196	223	1		746	2016-05-01 18:12:42.000000	2016-05-01 18:12:41.102100	0
5	25245	162	0		1086	2016-05-01 18:18:22.000000	2016-05-01 18:18:22.000000	0
6	25245	50	1		1087	2016-05-01 18:18:23.000000	2016-05-01 18:18:22.700515	0
7	3463813444	83	1		1167	2016-05-01 18:19:43.000000	2016-05-01 18:19:42.802145	0
8	6753	14	1		1424	2016-05-01 18:24:00.000000	2016-05-01 18:23:59.112240	0
9	3705	6	1		1514	2016-05-01 18:25:30.000000	2016-05-01 18:25:30.000000	0
10	3705	222	1		1515	2016-05-01 18:25:31.000000	2016-05-01 18:25:30.678399	0
11	42428297	242	0		1784	2016-05-01 18:30:00.000000		0
0	42428297	233	0	508.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:30.369177	1
1	4828	150	0		149	2016-05-01 18:01:00.000000	2016-05-01 18:00:59.064784	1
2	6793	155	1		220	2016-05-01 18:02:11.000000	2016-05-01 18:02:10.130519	1
3	3308681104	82	2		508	2016-05-01 18:06:59.000000	2016-05-01 18:06:58.366594	1
4	25283	52	2		528	2016-05-01 18:07:19.000000	2016-05-01 18:07:19.000000	1
5	25283	166	2		529	2016-05-01 18:07:20.000000	2016-05-01 18:07:19.172378	1
6	3955372899	144	3		673	2016-05-01 18:09:44.000000	2016-05-01 18:09:43.111255	1
7	8714998591	112	4		846	2016-05-01 18:12:37.000000	2016-05-01 18:12:36.014003	1
8	27077	161	4		1020	2016-05-01 18:15:31.000000	2016-05-01 18:15:31.000000	1
9	27077	60	5		1021	2016-05-01 18:15:32.000000	2016-05-01 18:15:31.254437	1
10	3530	226	5		1077	2016-05-01 18:16:28.000000	2016-05-01 18:16:27.539674	1
11	21908	42	4		1091	2016-05-01 18:16:42.000000	2016-05-01 18:16:41.061920	1
12	7894	25	4		1250	2016-05-01 18:19:21.000000	2016-05-01 18:19:20.848428	1
13	7893	24	4		1251	2016-05-01 18:19:22.000000	2016-05-01 18:19:22.000000	1
14	7893	215	4		1252	2016-05-01 18:19:23.000000	2016-05-01 18:19:22.683471	1
15	11148	210	3		1267	2016-05-01 18:19:38.000000	2016-05-01 18:19:38.000000	1
16	11148	33	2		1268	2016-05-01 18:19:39.000000	2016-05-01 18:19:38.695877	1
17	2351532382	204	2		1394	2016-05-01 18:21:45.000000	2016-05-01 18:21:44.381817	1
18	6786	18	1		1596	2016-05-01 18:25:07.000000	2016-05-01 18:25:06.247951	1
19	6787	19	1		1635	2016-05-01 18:25:46.000000	2016-05-01 18:25:46.000000	1
20	6787	221	1		1636	2016-05-01 18:25:47.000000	2016-05-01 18:25:46.454772	1
21	42428297	243	0		1883	2016-05-01 18:29:54.000000		1
0	42428297	234	0	534.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:56.627602	2
1	21047	153	0		677	2016-05-01 18:10:14.000000	2016-05-01 18:10:14.000000	2
2	21047	40	1		678	2016-05-01 18:10:15.000000	2016-05-01 18:10:14.270397	2
3	3976008169	91	1		1022	2016-05-01 18:15:59.000000	2016-05-01 18:15:58.337694	2
4	3463817013	138	1		1128	2016-05-01 18:17:45.000000	2016-05-01 18:17:44.007845	2
5	3955372899	90	2		1402	2016-05-01 18:22:19.000000	2016-05-01 18:22:18.281126	2
6	21966	198	2		1574	2016-05-01 18:25:11.000000	2016-05-01 18:25:10.444789	2
7	23110	45	1		2541	2016-05-01 18:41:18.000000	2016-05-01 18:41:18.000000	2
8	23110	213	1		2542	2016-05-01 18:41:19.000000	2016-05-01 18:41:18.778796	2
9	4851	10	0		2952	2016-05-01 18:48:09.000000	2016-05-01 18:48:08.021955	2
10	4782404427	96	0		3026	2016-05-01 18:49:23.000000	2016-05-01 18:49:22.050798	2
