	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	495.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:17.200648	0
1	42430350	188	0		59	2016-05-01 17:59:17.000000	2016-05-01 17:59:16.099579	0
2	25283	81	1		80	2016-05-01 17:59:38.000000	2016-05-01 17:59:37.165600	0
3	4851	288	1		294	2016-05-01 18:03:12.000000	2016-05-01 18:03:11.411507	0
4	9619	186	0		297	2016-05-01 18:03:15.000000	2016-05-01 18:03:14.603479	0
5	2348991701	132	1		352	2016-05-01 18:04:10.000000	2016-05-01 18:04:10.000000	0
6	2348991701	286	1		353	2016-05-01 18:04:11.000000	2016-05-01 18:04:10.138839	0
7	6820	41	0		381	2016-05-01 18:04:39.000000	2016-05-01 18:04:38.377364	0
8	4457	11	0		413	2016-05-01 18:05:11.000000	2016-05-01 18:05:10.448886	0
9	26967	91	0		507	2016-05-01 18:06:45.000000	2016-05-01 18:10:45.184997	0
10	27121	253	0		568	2016-05-01 18:11:47.000000	2016-05-01 18:11:46.008946	0
11	27240	102	1		579	2016-05-01 18:11:58.000000	2016-05-01 18:11:57.742967	0
12	27031	353	1		598	2016-05-01 18:12:17.000000	2016-05-01 18:12:16.522525	0
13	6224277860	167	0		688	2016-05-01 18:13:47.000000	2016-05-01 18:13:46.962331	0
14	6224278786	230	0		715	2016-05-01 18:14:14.000000	2016-05-01 18:14:14.000000	0
15	6224278786	168	1		716	2016-05-01 18:14:15.000000	2016-05-01 18:14:14.088316	0
16	1954	1	1		864	2016-05-01 18:16:43.000000	2016-05-01 18:16:42.089342	0
17	35126	110	1		882	2016-05-01 18:17:01.000000	2016-05-01 18:17:00.021796	0
18	1992	2	1		926	2016-05-01 18:17:45.000000	2016-05-01 18:17:44.329216	0
19	25461	330	1		1012	2016-05-01 18:19:11.000000	2016-05-01 18:19:10.626231	0
20	27162	269	0		1085	2016-05-01 18:20:24.000000	2016-05-01 18:20:23.031171	0
21	9485	52	1		1201	2016-05-01 18:22:20.000000	2016-05-01 18:22:19.468697	0
22	6598535188	369	1		1363	2016-05-01 18:25:02.000000	2016-05-01 18:25:01.453219	0
23	42428297	388	0		1383	2016-05-01 18:25:22.000000		0
0	42428297	379	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.222680	1
1	9506	54	0		201	2016-05-01 17:53:24.000000	2016-05-01 17:57:27.365701	1
2	9499	180	0		256	2016-05-01 17:58:23.000000	2016-05-01 17:58:22.909398	1
3	9416	280	1		515	2016-05-01 18:02:42.000000	2016-05-01 18:04:10.388199	1
4	1954	213	0		564	2016-05-01 18:05:00.000000	2016-05-01 18:04:59.541308	1
5	26559	87	1		566	2016-05-01 18:05:02.000000	2016-05-01 18:05:01.218963	1
6	27261	313	1		695	2016-05-01 18:07:11.000000	2016-05-01 18:07:10.213725	1
7	4544486780	219	0		707	2016-05-01 18:07:23.000000	2016-05-01 18:07:22.115031	1
8	27162	99	1		717	2016-05-01 18:07:33.000000	2016-05-01 18:07:32.105471	1
9	27121	96	1		719	2016-05-01 18:07:35.000000	2016-05-01 18:07:34.712491	1
10	3463817013	139	1		732	2016-05-01 18:07:48.000000	2016-05-01 18:07:47.020233	1
11	23121	319	1		840	2016-05-01 18:09:36.000000	2016-05-01 18:09:35.002463	1
12	2351532363	133	0		843	2016-05-01 18:09:39.000000	2016-05-01 18:09:38.523792	1
13	4458	243	0		881	2016-05-01 18:10:17.000000	2016-05-01 18:10:16.020519	1
14	4936	19	1		990	2016-05-01 18:12:06.000000	2016-05-01 18:12:05.508985	1
15	38724	343	1		1114	2016-05-01 18:14:10.000000	2016-05-01 18:14:09.431573	1
16	40587	236	0		1117	2016-05-01 18:14:13.000000	2016-05-01 18:14:12.264283	1
17	7894	45	1		1143	2016-05-01 18:14:39.000000	2016-05-01 18:14:38.043620	1
18	21907	68	1		1292	2016-05-01 18:17:08.000000	2016-05-01 18:17:08.000000	1
19	21907	336	1		1293	2016-05-01 18:17:09.000000	2016-05-01 18:17:08.802759	1
20	21908	69	0		1296	2016-05-01 18:17:12.000000	2016-05-01 18:17:11.164032	1
21	6772	32	0		1390	2016-05-01 18:18:46.000000	2016-05-01 18:18:45.359562	1
22	3573482142	140	0		1401	2016-05-01 18:18:57.000000	2016-05-01 18:18:56.007802	1
23	25461	83	0		1403	2016-05-01 18:18:59.000000	2016-05-01 18:18:58.243643	1
24	3607	263	0		1475	2016-05-01 18:20:11.000000	2016-05-01 18:20:10.640915	1
25	5600	21	1		1581	2016-05-01 18:21:57.000000	2016-05-01 18:21:57.000000	1
26	5600	363	1		1582	2016-05-01 18:21:58.000000	2016-05-01 18:21:57.219533	1
27	42428297	389	0		1860	2016-05-01 18:26:36.000000		1
0	42428297	380	0	451.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:57:33.671797	2
1	6775	179	0		29	2016-05-01 17:58:03.000000	2016-05-01 17:58:02.007164	2
2	6786	35	1		46	2016-05-01 17:58:20.000000	2016-05-01 17:58:19.518977	2
3	6787	36	1		50	2016-05-01 17:58:24.000000	2016-05-01 17:58:23.272921	2
4	42439996	123	1		99	2016-05-01 17:59:13.000000	2016-05-01 17:59:12.315745	2
5	5235625496	279	1		301	2016-05-01 18:02:35.000000	2016-05-01 18:05:29.099164	2
6	26560	220	0		346	2016-05-01 18:06:15.000000	2016-05-01 18:06:14.123763	2
7	3607	8	1		480	2016-05-01 18:08:29.000000	2016-05-01 18:08:28.155241	2
8	26963	320	1		506	2016-05-01 18:08:55.000000	2016-05-01 18:08:54.089584	2
9	805765092	240	0		552	2016-05-01 18:09:41.000000	2016-05-01 18:09:40.377028	2
10	42432580	119	1		553	2016-05-01 18:09:42.000000	2016-05-01 18:09:41.002371	2
11	27031	93	1		565	2016-05-01 18:09:54.000000	2016-05-01 18:09:53.480555	2
12	11267	340	1		580	2016-05-01 18:10:09.000000	2016-05-01 18:10:08.175043	2
13	3944708032	144	0		640	2016-05-01 18:11:09.000000	2016-05-01 18:11:08.182699	2
14	42432580	239	0		755	2016-05-01 18:13:04.000000	2016-05-01 18:13:03.680168	2
15	21047	67	1		797	2016-05-01 18:13:46.000000	2016-05-01 18:13:45.089566	2
16	27123	97	1		877	2016-05-01 18:15:06.000000	2016-05-01 18:15:05.058998	2
17	3977886868	152	1		877	2016-05-01 18:15:06.000000	2016-05-01 18:15:05.101837	2
18	4544486780	156	1		877	2016-05-01 18:15:06.000000	2016-05-01 18:15:05.025697	2
19	100521728	127	1		907	2016-05-01 18:15:36.000000	2016-05-01 18:15:35.401691	2
20	3997454663	339	1		951	2016-05-01 18:16:20.000000	2016-05-01 18:16:19.088323	2
21	3460	256	0		994	2016-05-01 18:17:03.000000	2016-05-01 18:17:02.772397	2
22	4631139783	356	1		1063	2016-05-01 18:18:12.000000	2016-05-01 18:18:11.609349	2
23	26293	85	0		1124	2016-05-01 18:19:13.000000	2016-05-01 18:19:12.348523	2
24	6702	24	0		1178	2016-05-01 18:20:07.000000	2016-05-01 18:20:06.316633	2
25	8660596975	176	0		1227	2016-05-01 18:20:56.000000	2016-05-01 18:20:55.787227	2
26	6211484424	166	0		1241	2016-05-01 18:21:10.000000	2016-05-01 18:21:09.465974	2
27	42428297	390	0		1581	2016-05-01 18:26:50.000000		2
0	42428297	381	0	338.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:55:40.356877	3
1	6724	183	0		191	2016-05-01 17:58:52.000000	2016-05-01 17:58:51.266582	3
2	6776	34	1		235	2016-05-01 17:59:36.000000	2016-05-01 17:59:35.071449	3
3	4207957615	155	1		240	2016-05-01 17:59:41.000000	2016-05-01 17:59:40.300879	3
4	6794	39	1		258	2016-05-01 17:59:59.000000	2016-05-01 17:59:58.046466	3
5	3308681109	137	1		299	2016-05-01 18:00:40.000000	2016-05-01 18:00:40.000000	3
6	3308681109	283	1		300	2016-05-01 18:00:41.000000	2016-05-01 18:00:40.273401	3
7	27276	104	0		382	2016-05-01 18:02:03.000000	2016-05-01 18:02:02.128813	3
8	4850	202	0		522	2016-05-01 18:04:23.000000	2016-05-01 18:04:22.601243	3
9	4851	16	1		523	2016-05-01 18:04:24.000000	2016-05-01 18:04:23.041641	3
10	4458	12	1		558	2016-05-01 18:04:59.000000	2016-05-01 18:04:58.037134	3
11	23428	78	1		580	2016-05-01 18:05:21.000000	2016-05-01 18:05:20.053733	3
12	5235625496	302	1		766	2016-05-01 18:08:27.000000	2016-05-01 18:08:26.664081	3
13	8052	232	0		814	2016-05-01 18:09:15.000000	2016-05-01 18:09:14.378810	3
14	5235625496	162	1		820	2016-05-01 18:09:21.000000	2016-05-01 18:09:20.088486	3
15	3460	3	1		865	2016-05-01 18:10:06.000000	2016-05-01 18:10:05.233268	3
16	6724	28	1		933	2016-05-01 18:11:14.000000	2016-05-01 18:11:13.090262	3
17	4828	14	1		983	2016-05-01 18:12:04.000000	2016-05-01 18:12:03.767818	3
18	6789	332	1		987	2016-05-01 18:12:08.000000	2016-05-01 18:12:07.060711	3
19	4207815979	221	0		1017	2016-05-01 18:12:38.000000	2016-05-01 18:12:37.071445	3
