	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	521.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:43.988107	0
1	6598535230	189	0		50	2016-05-01 17:59:34.000000	2016-05-01 17:59:33.638128	0
2	37532	289	1		143	2016-05-01 18:01:07.000000	2016-05-01 18:02:48.281185	0
3	26559	204	0		189	2016-05-01 18:03:35.000000	2016-05-01 18:03:34.252088	0
4	42428312	304	1		358	2016-05-01 18:06:24.000000	2016-05-01 18:09:54.081201	0
5	2435108444	247	0		380	2016-05-01 18:10:17.000000	2016-05-01 18:10:16.184782	0
6	6598535230	347	1		669	2016-05-01 18:15:06.000000	2016-05-01 18:15:05.318377	0
7	4544486780	248	0		692	2016-05-01 18:15:29.000000	2016-05-01 18:15:28.680764	0
8	4909	348	1		913	2016-05-01 18:19:10.000000	2016-05-01 18:19:09.847454	0
9	27240	272	0		1005	2016-05-01 18:20:42.000000	2016-05-01 18:20:41.094915	0
10	7883	372	1		1264	2016-05-01 18:25:01.000000	2016-05-01 18:25:00.651865	0
11	42428297	388	0		1394	2016-05-01 18:27:11.000000		0
0	42428297	379	0	600.0	0	2016-05-01 17:50:07.000000	2016-05-01 18:00:06.528259	1
1	6793	194	0		47	2016-05-01 18:00:54.000000	2016-05-01 18:00:53.407926	1
2	7893	294	1		384	2016-05-01 18:06:31.000000	2016-05-01 18:06:30.313006	1
3	6722	210	0		427	2016-05-01 18:07:14.000000	2016-05-01 18:07:13.739489	1
4	6210777836	310	1		478	2016-05-01 18:08:05.000000	2016-05-01 18:08:04.354655	1
5	6820	212	0		696	2016-05-01 18:11:43.000000	2016-05-01 18:11:42.960169	1
6	5235625496	312	1		944	2016-05-01 18:15:51.000000	2016-05-01 18:15:50.302464	1
7	8051	257	0		992	2016-05-01 18:16:39.000000	2016-05-01 18:16:38.357695	1
8	25462	357	1		1170	2016-05-01 18:19:37.000000	2016-05-01 18:19:36.896048	1
9	42436700	278	0		1238	2016-05-01 18:20:45.000000	2016-05-01 18:20:44.960684	1
10	3942050702	378	1		1256	2016-05-01 18:21:03.000000	2016-05-01 18:21:02.303708	1
11	42428297	389	0		1489	2016-05-01 18:24:56.000000		1
0	42428297	380	0	548.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:59:10.678961	2
1	6786	191	0		46	2016-05-01 17:59:57.000000	2016-05-01 17:59:56.735319	2
2	42443807	291	1		275	2016-05-01 18:03:46.000000	2016-05-01 18:03:45.481137	2
3	26991	206	0		284	2016-05-01 18:03:55.000000	2016-05-01 18:03:54.382409	2
4	34311	306	1		504	2016-05-01 18:07:35.000000	2016-05-01 18:07:34.539990	2
5	4207815979	221	0		680	2016-05-01 18:10:31.000000	2016-05-01 18:10:30.226162	2
6	5481886057	321	1		888	2016-05-01 18:13:59.000000	2016-05-01 18:13:58.043535	2
7	3977886868	255	0		1045	2016-05-01 18:16:36.000000	2016-05-01 18:16:35.532705	2
8	8038	355	1		1175	2016-05-01 18:18:46.000000	2016-05-01 18:18:45.569228	2
9	3505	262	0		1243	2016-05-01 18:19:54.000000	2016-05-01 18:19:53.301231	2
10	2351532363	362	1		1421	2016-05-01 18:22:52.000000	2016-05-01 18:22:51.273592	2
11	42428297	390	0		1668	2016-05-01 18:26:59.000000		2
0	42428297	381	0	600.0	0	2016-05-01 18:03:18.000000	2016-05-01 18:13:17.385840	3
1	3573482142	268	0		34	2016-05-01 18:13:52.000000	2016-05-01 18:13:51.432842	3
2	22838	368	1		87	2016-05-01 18:14:45.000000	2016-05-01 18:14:44.990922	3
3	42445917	245	0		122	2016-05-01 18:15:20.000000	2016-05-01 18:15:19.975379	3
4	6794	345	1		348	2016-05-01 18:19:06.000000	2016-05-01 18:19:05.767289	3
5	42428297	391	0		630	2016-05-01 18:23:48.000000		3
0	42428297	382	0	600.0	0	2016-05-01 17:50:26.000000	2016-05-01 18:00:25.760830	4
1	4828	195	0		34	2016-05-01 18:01:00.000000	2016-05-01 18:00:59.605530	4
2	11148	295	1		436	2016-05-01 18:07:42.000000	2016-05-01 18:08:06.101192	4
3	23164	254	0		658	2016-05-01 18:11:49.000000	2016-05-01 18:11:48.738162	4
4	6814895823	354	1		948	2016-05-01 18:16:39.000000	2016-05-01 18:16:38.184117	4
5	100521728	274	0		1034	2016-05-01 18:18:05.000000	2016-05-01 18:18:04.066484	4
6	42439952	374	1		1131	2016-05-01 18:19:42.000000	2016-05-01 18:19:41.590509	4
7	12112	275	0		1229	2016-05-01 18:21:20.000000	2016-05-01 18:21:19.972581	4
8	11328	375	1		1340	2016-05-01 18:23:11.000000	2016-05-01 18:23:10.512009	4
9	42428297	392	0		1547	2016-05-01 18:26:38.000000		4
0	42428297	383	0	451.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:57:33.671797	5
1	6775	179	0		29	2016-05-01 17:58:03.000000	2016-05-01 17:58:02.114807	5
2	5235625496	279	1		303	2016-05-01 18:02:37.000000	2016-05-01 18:04:15.890206	5
3	1954	213	0		347	2016-05-01 18:05:00.000000	2016-05-01 18:04:59.760270	5
4	27261	313	1		479	2016-05-01 18:07:12.000000	2016-05-01 18:12:08.627692	5
5	3977886858	260	0		481	2016-05-01 18:12:11.000000	2016-05-01 18:12:10.081747	5
6	35123	360	1		748	2016-05-01 18:16:38.000000	2016-05-01 18:16:37.719164	5
7	27146	277	0		803	2016-05-01 18:17:33.000000	2016-05-01 18:17:32.014580	5
8	19318	377	1		918	2016-05-01 18:19:28.000000	2016-05-01 18:19:27.212174	5
9	19319	267	0		923	2016-05-01 18:19:33.000000	2016-05-01 18:19:32.253890	5
10	6336	367	1		1006	2016-05-01 18:20:56.000000	2016-05-01 18:20:55.838384	5
11	42428297	393	0		1163	2016-05-01 18:23:33.000000		5
0	42428297	384	0	600.0	0	2016-05-01 17:57:02.000000	2016-05-01 18:07:01.937150	6
1	6776	231	0		27	2016-05-01 18:07:29.000000	2016-05-01 18:07:28.153484	6
2	4631139783	331	1		272	2016-05-01 18:11:34.000000	2016-05-01 18:11:33.401576	6
3	3460	256	0		494	2016-05-01 18:15:16.000000	2016-05-01 18:15:15.772397	6
4	4631139783	356	1		563	2016-05-01 18:16:25.000000	2016-05-01 18:16:24.155374	6
5	35126	276	0		799	2016-05-01 18:20:21.000000	2016-05-01 18:20:20.249664	6
6	3976008169	376	1		910	2016-05-01 18:22:12.000000	2016-05-01 18:22:11.399384	6
7	42428297	394	0		1123	2016-05-01 18:25:45.000000		6
0	42428297	385	0	600.0	0	2016-05-01 18:00:02.000000	2016-05-01 18:10:01.868501	7
1	6597464486	244	0		6	2016-05-01 18:10:08.000000	2016-05-01 18:10:07.538444	7
2	7894	344	1		297	2016-05-01 18:14:59.000000	2016-05-01 18:14:58.239748	7
3	40587	236	0		307	2016-05-01 18:15:09.000000	2016-05-01 18:15:08.307903	7
4	21907	336	1		484	2016-05-01 18:18:06.000000	2016-05-01 18:18:06.000000	7
5	21907	258	0		486	2016-05-01 18:18:08.000000	2016-05-01 18:18:07.230979	7
6	6211484424	358	1		795	2016-05-01 18:23:17.000000	2016-05-01 18:23:16.465974	7
7	42428297	395	0		1136	2016-05-01 18:28:58.000000		7
0	42428297	386	0	600.0	0	2016-05-01 17:52:14.000000	2016-05-01 18:02:13.093956	8
