	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	451.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:57:33.671797	0
1	6775	29	0		29	2016-05-01 17:58:03.000000	2016-05-01 17:58:02.201099	0
2	9499	27	1		143	2016-05-01 17:59:57.000000	2016-05-01 17:59:57.000000	0
3	9499	8	2		144	2016-05-01 17:59:58.000000	2016-05-01 17:59:57.314143	0
4	42430350	22	2		263	2016-05-01 18:01:57.000000	2016-05-01 18:01:56.529530	0
5	29453	21	3		355	2016-05-01 18:03:29.000000	2016-05-01 18:03:29.000000	0
6	29453	13	4		356	2016-05-01 18:03:30.000000	2016-05-01 18:03:29.460582	0
7	27213	31	4		421	2016-05-01 18:04:35.000000	2016-05-01 18:04:35.000000	0
8	27213	12	3		422	2016-05-01 18:04:36.000000	2016-05-01 18:04:35.053721	0
9	11117	10	3		431	2016-05-01 18:04:45.000000	2016-05-01 18:04:45.000000	0
10	11117	23	3		432	2016-05-01 18:04:46.000000	2016-05-01 18:04:45.096549	0
11	561042204	24	4		519	2016-05-01 18:06:13.000000	2016-05-01 18:06:13.000000	0
12	561042204	16	5		520	2016-05-01 18:06:14.000000	2016-05-01 18:06:13.971815	0
13	9416	37	5		675	2016-05-01 18:08:49.000000	2016-05-01 18:08:49.000000	0
14	9416	7	4		676	2016-05-01 18:08:50.000000	2016-05-01 18:08:49.321710	0
15	37533	14	4		680	2016-05-01 18:08:54.000000	2016-05-01 18:08:54.000000	0
16	37533	33	4		681	2016-05-01 18:08:55.000000	2016-05-01 18:08:54.176283	0
17	5235625496	20	3		682	2016-05-01 18:08:56.000000	2016-05-01 18:08:56.000000	0
18	5235625496	39	3		683	2016-05-01 18:08:57.000000	2016-05-01 18:08:56.321754	0
19	6724	4	2		798	2016-05-01 18:10:52.000000	2016-05-01 18:10:51.001229	0
20	6775	5	2		843	2016-05-01 18:11:37.000000	2016-05-01 18:11:36.065111	0
21	4851	32	2		972	2016-05-01 18:13:46.000000	2016-05-01 18:13:46.000000	0
22	4851	2	1		973	2016-05-01 18:13:47.000000	2016-05-01 18:13:46.411507	0
23	9619	9	1		974	2016-05-01 18:13:48.000000	2016-05-01 18:13:47.603479	0
24	2348991701	17	1		1028	2016-05-01 18:14:42.000000	2016-05-01 18:14:41.037117	0
25	3308681109	18	1		1062	2016-05-01 18:15:16.000000	2016-05-01 18:15:15.092956	0
26	3971196627	19	1		1293	2016-05-01 18:19:07.000000	2016-05-01 18:19:06.059575	0
27	3558	1	1		1436	2016-05-01 18:21:30.000000	2016-05-01 18:21:29.721016	0
28	42430350	15	1		1446	2016-05-01 18:21:40.000000	2016-05-01 18:21:39.304210	0
29	25273	11	1		1477	2016-05-01 18:22:11.000000	2016-05-01 18:22:10.443625	0
30	4938	34	1		1606	2016-05-01 18:24:20.000000	2016-05-01 18:24:20.000000	0
31	4938	3	0		1607	2016-05-01 18:24:21.000000	2016-05-01 18:24:20.133768	0
32	7877	6	0		1711	2016-05-01 18:26:05.000000	2016-05-01 18:26:04.064314	0
33	42428297	41	0		1832	2016-05-01 18:28:06.000000		0
